cmun,municipality,population,number_of_houses,VDSL_30Mbps,fixed_wireless,FTTH,HFC,reception_30Mbps,reception_100Mbps,reception_1Gbps,4G,5G,"5G_3,5GHz"
42211,Los Villares de Soria,78,108,0.0,0.97,0.0,0.0,0.98,0.0,0.0,1.0,1.0,0.0
42212,Villasayas,65,168,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0
42213,Villaseca de Arciel,24,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0
42215,Vinuesa,840,894,0.16,0.93,0.91,0.0,1.0,0.92,0.87,0.98,0.1,0.0
42216,Vizmanos,26,57,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42217,Vozmediano,35,163,0.0,0.95,0.0,0.0,0.07,0.0,0.0,1.0,1.0,0.0
42218,Yanguas,106,202,0.0,0.07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42219,Yelo,44,161,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43001,Aiguamúrcia,961,838,0.09,0.37,0.44,0.0,0.72,0.44,0.44,1.0,0.47,0.0
43002,Albinyana,2.581,1.548,0.03,0.65,0.98,0.0,1.0,0.99,0.98,1.0,0.98,0.22
43003,L'Albiol,528,261,0.0,0.78,0.62,0.0,0.63,0.0,0.0,0.95,0.79,0.0
43004,Alcanar,9.612,8.399,0.06,0.99,0.76,0.0,0.87,0.63,0.73,1.0,1.0,0.25
43005,Alcover,5.290,2.276,0.32,0.85,0.95,0.0,0.98,0.76,0.76,1.0,0.98,0.0
43006,Aldover,862,622,0.0,0.92,0.0,0.0,0.92,0.0,0.0,1.0,0.98,0.0
43007,L'Aleixar,924,660,0.25,0.98,0.51,0.0,0.89,0.51,0.42,1.0,1.0,0.0
43008,Alfara de Carles,359,454,0.0,0.88,0.0,0.0,0.04,0.0,0.0,1.0,0.91,0.0
43009,Alforja,1.928,1.221,0.05,0.72,0.65,0.0,0.98,0.54,0.54,0.99,0.91,0.0
43010,Alió,496,254,0.06,0.58,0.9,0.0,0.97,0.92,0.87,1.0,1.0,0.0
43011,Almoster,1.334,559,0.08,0.14,0.94,0.0,0.95,0.89,0.87,0.93,0.53,0.02
43012,Altafulla,5.609,4.793,0.06,1.0,1.0,0.0,0.98,0.87,0.98,1.0,1.0,0.15
43013,L'Ametlla de Mar,7.209,8.166,0.12,0.96,0.83,0.0,0.5,0.37,0.58,1.0,1.0,0.61
43014,Amposta,21.807,11.645,0.14,0.99,0.91,0.0,0.95,0.9,0.88,1.0,0.99,0.31
43015,Arbolí,122,112,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.96,0.13,0.0
43016,L'Arboç,5.604,2.394,0.2,0.94,0.98,0.0,0.99,0.97,0.98,1.0,1.0,0.0
43017,L'Argentera,126,140,0.0,0.17,0.91,0.0,0.94,0.87,0.9,1.0,0.0,0.0
43018,Arnes,448,475,0.01,1.0,0.01,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43019,Ascó,1.601,908,0.18,1.0,0.89,0.0,0.22,0.0,0.81,1.0,0.98,0.0
43020,Banyeres del Penedès,3.271,1.564,0.04,1.0,0.97,0.0,1.0,1.0,0.97,1.0,1.0,0.0
43021,Barberà de la Conca,486,431,0.0,1.0,0.92,0.0,0.97,0.94,0.91,1.0,0.63,0.0
43022,Batea,1.863,1.066,0.14,0.87,0.96,0.0,1.0,0.96,0.93,1.0,1.0,0.0
43023,Bellmunt del Priorat,272,312,0.0,0.92,0.96,0.0,1.0,0.96,0.93,1.0,1.0,0.0
43024,Bellvei,2.346,1.266,0.0,0.87,0.99,0.0,0.99,0.99,0.98,1.0,0.75,0.26
43025,Benifallet,739,493,0.6,0.02,0.89,0.0,0.95,0.9,0.87,0.98,0.0,0.0
43026,Benissanet,1.169,630,0.06,0.99,0.86,0.0,0.93,0.86,0.81,1.0,0.0,0.0
43027,La Bisbal de Falset,219,186,0.0,0.0,0.98,0.0,0.0,0.0,0.98,1.0,0.15,0.0
43028,La Bisbal del Penedès,4.062,2.732,0.07,0.94,0.97,0.0,0.98,0.48,0.97,1.0,0.99,0.0
43029,Blancafort,394,332,0.0,0.58,0.98,0.0,0.0,0.0,0.96,1.0,0.77,0.0
43030,Bonastre,742,582,0.0,0.98,0.9,0.0,0.96,0.0,0.83,0.99,0.98,0.0
43031,Les Borges del Camp,2.148,1.075,0.29,0.92,0.72,0.0,1.0,0.68,0.64,1.0,1.0,0.0
43032,Bot,566,454,0.73,1.0,0.99,0.0,0.88,0.0,0.97,1.0,0.05,0.0
43033,Botarell,1.102,583,0.01,0.99,0.81,0.0,1.0,0.77,0.67,1.0,0.99,0.0
43034,Bràfim,687,384,0.13,0.52,0.98,0.0,0.99,0.98,0.96,1.0,0.76,0.0
43035,Cabacés,304,222,0.0,0.83,0.99,0.0,0.05,0.0,0.97,1.0,0.03,0.0
43036,Cabra del Camp,1.254,953,0.0,0.57,0.85,0.0,0.95,0.91,0.87,1.0,0.63,0.0
43037,Calafell,29.102,27.341,0.02,1.0,0.99,0.0,0.94,0.88,0.95,1.0,1.0,0.82
43038,Cambrils,35.675,31.667,0.07,1.0,0.98,0.0,0.99,0.97,0.97,1.0,1.0,0.81
43039,Capafonts,121,170,0.0,0.99,0.91,0.0,0.0,0.0,0.88,1.0,0.0,0.0
43040,Capçanes,407,289,0.0,0.03,0.93,0.0,0.0,0.0,0.87,0.95,0.44,0.0
43041,Caseres,233,210,0.62,0.87,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0
43042,Castellvell del Camp,2.946,1.175,0.13,0.74,0.91,0.0,0.97,0.94,0.92,1.0,0.94,0.03
43043,El Catllar,4.921,2.732,0.05,0.99,0.94,0.0,0.97,0.95,0.92,1.0,0.99,0.49
43044,La Sénia,5.475,2.931,0.16,0.99,0.93,0.0,0.96,0.93,0.88,1.0,0.97,0.24
43045,Colldejou,172,111,0.0,0.99,0.93,0.0,0.0,0.0,0.88,1.0,0.08,0.0
43046,Conesa,109,160,0.0,0.53,0.96,0.0,0.0,0.0,0.93,1.0,0.95,0.0
43047,Constantí,6.685,3.172,0.0,1.0,0.93,0.0,0.93,0.93,0.9,1.0,1.0,0.67
43048,Corbera d'Ebre,993,481,0.0,0.37,0.96,0.0,0.98,0.97,0.95,1.0,0.71,0.0
43049,Cornudella de Montsant,978,773,0.37,0.88,0.94,0.0,0.98,0.85,0.85,0.99,0.97,0.0
43050,Creixell,3.981,3.992,0.13,1.0,1.0,0.0,0.98,0.0,1.0,1.0,1.0,0.0
43051,Cunit,14.622,12.874,0.06,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.92
43052,Xerta,1.150,838,0.08,0.78,0.8,0.0,0.98,0.81,0.76,1.0,0.03,0.0
43053,Duesaigües,232,205,0.0,0.6,0.89,0.0,0.97,0.0,0.84,1.0,0.0,0.0
43054,L'Espluga de Francolí,3.698,2.116,0.09,1.0,0.93,0.0,1.0,0.92,0.88,1.0,0.01,0.0
43055,Falset,2.740,1.342,0.42,0.96,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
43056,La Fatarella,891,611,0.24,0.97,0.97,0.0,1.0,0.97,0.94,1.0,0.01,0.0
43057,La Febró,39,54,0.0,0.0,0.96,0.0,0.0,0.0,0.53,1.0,0.0,0.0
43058,La Figuera,123,174,0.0,1.0,0.97,0.0,0.0,0.0,0.95,1.0,1.0,0.0
43059,Figuerola del Camp,332,249,0.0,0.98,0.76,0.0,0.89,0.76,0.68,1.0,1.0,0.0
43060,Flix,3.426,2.405,0.31,0.93,0.85,0.0,0.79,0.61,0.77,1.0,0.95,0.0
43061,Forès,48,88,0.0,0.57,0.94,0.0,0.0,0.0,0.89,1.0,0.08,0.0
43062,Freginals,388,363,0.28,0.96,0.55,0.0,0.93,0.0,0.38,1.0,0.65,0.0
43063,La Galera,700,458,0.0,0.85,0.91,0.0,0.0,0.0,0.84,1.0,0.01,0.0
43064,Gandesa,3.100,1.422,0.39,1.0,0.95,0.0,0.97,0.95,0.91,1.0,1.0,0.0
43065,Garcia,527,400,0.0,0.84,0.92,0.0,0.04,0.0,0.0,1.0,0.97,0.0
43066,Els Garidells,196,109,0.0,0.77,0.25,0.0,1.0,0.0,0.0,1.0,0.14,0.0
43067,Ginestar,790,573,0.33,0.94,0.71,0.0,0.9,0.79,0.59,1.0,0.08,0.0
43068,Godall,609,539,0.2,0.99,0.77,0.0,0.57,0.0,0.68,1.0,0.04,0.0
43069,Gratallops,236,206,0.0,0.99,0.0,0.0,0.87,0.0,0.0,1.0,0.83,0.0
43070,Els Guiamets,279,160,0.0,0.51,0.93,0.0,0.84,0.0,0.86,1.0,0.4,0.0
43071,Horta de Sant Joan,1.154,931,0.17,0.99,0.87,0.0,0.98,0.0,0.0,0.99,0.93,0.0
43072,El Lloar,104,116,0.0,1.0,0.99,0.0,1.0,0.0,0.98,1.0,1.0,0.0
43073,Llorac,96,98,0.0,0.86,0.66,0.0,0.0,0.0,0.0,0.97,0.78,0.0
43074,Llorenç del Penedès,2.393,1.083,0.11,0.99,0.97,0.0,0.99,0.96,0.96,1.0,1.0,0.0
43075,Margalef,107,148,0.0,0.99,0.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43076,Marçà,593,473,0.07,0.41,0.8,0.0,0.91,0.83,0.73,1.0,0.75,0.0
43077,Mas de Barberans,556,366,0.35,0.45,0.88,0.0,0.78,0.0,0.79,1.0,0.05,0.0
43078,Masdenverge,1.129,750,0.0,0.95,0.01,0.0,0.99,0.01,0.01,1.0,1.0,0.0
43079,Masllorenç,547,315,0.0,0.86,0.19,0.0,0.98,0.96,0.0,0.99,0.05,0.0
43080,La Masó,285,154,0.0,0.27,0.88,0.0,1.0,0.92,0.88,1.0,0.28,0.0
43081,Maspujols,859,469,0.0,0.96,0.87,0.0,0.97,0.55,0.48,1.0,1.0,0.0
43082,El Masroig,479,339,0.51,0.4,0.9,0.0,0.57,0.0,0.84,1.0,0.86,0.0
43083,El Milà,189,99,0.0,0.75,0.76,0.0,1.0,0.85,0.77,1.0,0.98,0.0
43084,Miravet,682,482,0.0,0.75,0.84,0.0,0.94,0.86,0.75,1.0,0.98,0.0
43085,El Molar,296,215,0.0,0.99,0.98,0.0,0.48,0.0,0.95,1.0,0.02,0.0
43086,Montblanc,7.410,3.729,0.21,0.95,0.91,0.0,0.95,0.9,0.89,1.0,0.92,0.0
43088,Montbrió del Camp,3.073,1.678,0.08,1.0,0.9,0.0,0.99,0.85,0.81,1.0,1.0,0.0
43089,Montferri,419,329,0.0,0.9,0.88,0.0,0.98,0.07,0.47,1.0,0.61,0.0
43090,El Montmell,1.863,1.711,0.0,0.9,0.57,0.0,0.93,0.58,0.54,0.99,0.93,0.0
43091,Mont-ral,173,189,0.0,0.98,0.0,0.0,0.43,0.0,0.0,1.0,0.03,0.0
43092,Mont-roig del Camp,13.101,15.752,0.04,0.99,0.97,0.0,0.88,0.75,0.81,1.0,0.85,0.42
43093,Móra d'Ebre,5.585,2.991,0.16,1.0,0.88,0.0,0.94,0.88,0.83,1.0,0.75,0.0
43094,Móra la Nova,3.198,1.496,0.09,0.9,0.91,0.0,1.0,0.89,0.79,1.0,0.97,0.0
43095,El Morell,3.803,1.586,0.24,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
43096,La Morera de Montsant,160,148,0.0,0.81,0.88,0.0,0.07,0.0,0.79,0.99,0.95,0.0
43097,La Nou de Gaià,636,268,0.01,0.62,0.98,0.0,0.99,0.98,0.97,1.0,0.76,0.0
43098,Nulles,541,330,0.03,0.98,0.91,0.0,0.96,0.92,0.85,1.0,0.86,0.0
43099,La Palma d'Ebre,341,276,1.0,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.03,0.0
43100,Els Pallaresos,4.930,1.873,0.13,1.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,0.23
43101,Passanant i Belltall,170,234,0.0,0.0,0.96,0.0,0.0,0.0,0.95,0.88,0.23,0.0
43102,Paüls,566,329,0.81,0.39,0.96,0.0,0.91,0.0,0.0,0.98,0.9,0.0
43103,Perafort,1.292,552,0.3,1.0,0.97,0.0,1.0,0.97,0.96,1.0,0.97,0.0
43104,El Perelló,2.885,2.537,0.21,0.86,0.62,0.0,0.99,0.57,0.51,0.99,0.96,0.0
43105,Les Piles,224,153,0.0,0.9,0.69,0.0,0.0,0.0,0.0,1.0,0.01,0.0
43106,El Pinell de Brai,1.000,515,0.47,0.75,0.97,0.0,0.98,0.97,0.94,1.0,0.0,0.0
43107,Pira,489,273,0.22,0.77,0.98,0.0,0.99,0.98,0.94,1.0,0.96,0.0
43108,El Pla de Santa Maria,2.340,1.344,0.28,1.0,0.74,0.0,0.98,0.75,0.69,1.0,1.0,0.0
43109,La Pobla de Mafumet,4.052,1.678,0.15,1.0,0.98,0.0,0.99,0.98,0.98,1.0,1.0,0.0
43110,La Pobla de Massaluca,340,259,0.0,1.0,0.99,0.0,0.86,0.0,0.0,1.0,0.0,0.0
43111,La Pobla de Montornès,3.101,2.154,0.04,1.0,1.0,0.0,0.99,0.99,0.99,1.0,0.59,0.0
43112,Poboleda,327,350,0.36,0.98,0.98,0.0,0.95,0.0,0.96,1.0,0.01,0.0
43113,El Pont d'Armentera,492,385,0.19,0.03,0.94,0.0,0.99,0.94,0.9,1.0,0.1,0.0
43114,Porrera,429,313,0.28,0.99,0.91,0.0,0.96,0.92,0.89,1.0,0.0,0.0
43115,Pradell de la Teixeta,172,161,0.0,0.59,0.88,0.0,0.0,0.0,0.0,1.0,0.06,0.0
43116,Prades,625,836,0.22,1.0,0.94,0.0,1.0,0.0,0.9,1.0,1.0,0.0
43117,Prat de Comte,186,160,0.0,0.0,0.99,0.0,0.0,0.0,0.99,1.0,0.06,0.0
43118,Pratdip,693,763,0.3,0.89,0.86,0.0,0.82,0.54,0.77,0.98,0.36,0.0
43119,Puigpelat,1.199,581,0.11,0.25,0.94,0.0,0.98,0.96,0.94,1.0,1.0,0.0
43120,Querol,572,768,0.0,0.95,0.01,0.0,0.84,0.0,0.02,1.0,0.79,0.0
43121,Rasquera,822,638,0.0,0.6,0.68,0.0,0.0,0.0,0.53,0.97,0.88,0.0
43122,Renau,152,74,0.0,0.91,0.81,0.0,0.0,0.0,0.72,1.0,0.97,0.0
43123,Reus,106.741,47.319,0.13,1.0,0.98,0.56,0.99,0.98,0.97,1.0,1.0,0.95
43124,La Riba,552,341,0.0,1.0,0.99,0.0,0.33,0.0,0.0,1.0,1.0,0.0
43125,Riba-roja d'Ebre,1.131,880,0.17,0.97,0.93,0.0,0.99,0.0,0.0,1.0,0.0,0.0
43126,La Riera de Gaià,1.752,855,0.19,1.0,0.95,0.0,0.98,0.95,0.93,1.0,0.95,0.0
43127,Riudecanyes,1.279,756,0.09,0.78,0.88,0.0,0.95,0.89,0.84,0.98,0.25,0.0
43128,Riudecols,1.198,643,0.0,0.95,0.92,0.0,0.85,0.61,0.85,1.0,0.49,0.0
43129,Riudoms,6.721,2.301,0.3,1.0,0.99,0.0,0.99,0.98,0.99,1.0,1.0,0.02
43130,Rocafort de Queralt,241,226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
43131,Roda de Berà,7.591,8.701,0.07,1.0,0.97,0.0,0.98,0.36,0.8,1.0,1.0,0.27
43132,Rodonyà,506,324,0.39,1.0,0.98,0.0,0.99,0.98,0.98,1.0,0.81,0.0
43133,Roquetes,8.193,4.227,0.04,0.91,0.72,0.0,0.85,0.71,0.59,1.0,0.93,0.0
43134,El Rourell,395,177,0.22,0.8,0.98,0.0,1.0,0.98,0.97,1.0,0.33,0.0
43135,Salomó,543,335,0.32,0.69,0.92,0.0,0.54,0.0,0.0,1.0,0.01,0.0
43136,La Ràpita,14.767,11.596,0.04,1.0,1.0,0.0,1.0,0.99,0.99,1.0,1.0,0.5
43137,Sant Jaume dels Domenys,2.695,1.440,0.01,0.38,0.93,0.0,0.97,0.94,0.9,1.0,0.81,0.0
43138,Santa Bàrbara,3.791,2.245,0.17,1.0,0.68,0.0,1.0,0.54,0.61,1.0,1.0,0.0
43139,Santa Coloma de Queralt,2.755,1.499,0.24,0.78,0.96,0.0,0.97,0.95,0.93,1.0,0.0,0.0
43140,Santa Oliva,3.560,1.688,0.07,0.77,0.96,0.0,0.99,0.98,0.96,1.0,0.87,0.68
43141,Pontils,133,180,0.0,0.53,0.84,0.0,0.0,0.0,0.79,0.63,0.01,0.0
43142,Sarral,1.578,924,0.21,0.07,0.82,0.0,0.98,0.73,0.0,0.98,0.2,0.0
43143,Savallà del Comtat,52,80,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.95,0.0
43144,La Secuita,1.765,941,0.16,1.0,0.95,0.0,0.99,0.95,0.95,1.0,0.92,0.0
43145,La Selva del Camp,5.696,2.639,0.09,0.94,0.79,0.0,0.86,0.79,0.74,1.0,0.98,0.02
43146,Senan,44,62,0.0,0.02,0.97,0.0,0.0,0.0,0.94,0.98,0.0,0.0
43147,Solivella,628,482,0.14,0.55,0.96,0.0,0.89,0.0,0.95,1.0,1.0,0.0
43148,Tarragona,134.883,64.235,0.09,1.0,0.97,0.47,0.99,0.98,0.97,1.0,1.0,0.93
43149,Tivenys,923,626,0.17,1.0,0.81,0.0,0.99,0.83,0.73,1.0,0.01,0.0
43150,Tivissa,1.643,1.216,0.32,0.88,0.76,0.0,0.92,0.0,0.15,0.99,0.03,0.0
43151,La Torre de Fontaubella,125,103,0.0,0.21,0.92,0.0,0.91,0.91,0.87,0.74,0.69,0.0
43152,La Torre de l'Espanyol,598,383,0.0,0.9,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43153,Torredembarra,17.256,14.579,0.08,1.0,1.0,0.0,0.96,0.93,1.0,1.0,1.0,0.72
43154,Torroja del Priorat,141,167,0.0,0.22,0.98,0.0,0.43,0.0,0.96,1.0,0.74,0.0
43155,Tortosa,33.890,18.696,0.14,0.95,0.85,0.0,0.91,0.83,0.79,1.0,0.88,0.16
43156,Ulldecona,6.241,3.673,0.04,0.96,0.86,0.0,0.9,0.82,0.79,1.0,0.9,0.77
43157,Ulldemolins,409,420,0.54,1.0,0.98,0.0,0.74,0.0,0.97,1.0,0.0,0.0
43158,Vallclara,88,138,0.0,0.02,0.95,0.0,0.96,0.96,0.95,1.0,0.58,0.0
43159,Vallfogona de Riucorb,89,175,0.0,0.99,0.93,0.0,0.0,0.0,0.0,1.0,0.99,0.0
43160,Vallmoll,1.882,1.005,0.08,0.89,0.83,0.0,0.98,0.86,0.81,1.0,0.66,0.0
43161,Valls,24.727,11.673,0.15,1.0,0.92,0.0,0.96,0.91,0.9,1.0,1.0,0.06
43162,Vandellòs i l'Hospitalet de l'Infant,6.750,5.991,0.07,0.99,0.98,0.0,0.97,0.94,0.94,1.0,0.87,0.75
43163,El Vendrell,39.072,30.243,0.04,1.0,0.99,0.0,0.99,0.99,0.99,1.0,0.99,0.81
43164,Vespella de Gaià,496,416,0.0,0.99,0.83,0.0,0.94,0.89,0.85,1.0,0.81,0.03
43165,Vilabella,711,397,0.0,0.03,0.98,0.0,0.98,0.97,0.97,0.97,0.15,0.0
43166,Vilallonga del Camp,2.398,1.185,0.06,0.97,0.96,0.0,0.99,0.96,0.93,1.0,0.17,0.0
43167,Vilanova d'Escornalbou,594,387,0.0,0.81,0.69,0.0,0.92,0.0,0.62,0.92,0.84,0.0
43168,Vilanova de Prades,107,112,0.0,1.0,0.99,0.0,1.0,0.0,0.99,1.0,1.0,0.0
43169,Vilaplana,540,319,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
43170,Vila-rodona,1.341,774,0.43,0.72,0.98,0.0,0.99,0.94,0.98,1.0,0.75,0.0
43171,Vila-seca,22.681,16.717,0.09,1.0,0.99,0.0,0.62,0.48,0.95,1.0,1.0,0.18
43172,Vilaverd,453,322,0.0,1.0,0.89,0.0,0.97,0.89,0.82,1.0,1.0,0.0
43173,La Vilella Alta,136,111,0.0,1.0,1.0,0.0,0.98,0.0,1.0,1.0,1.0,0.0
43174,La Vilella Baixa,202,212,0.44,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
43175,Vilalba dels Arcs,634,403,0.46,1.0,0.95,0.0,0.54,0.0,0.0,1.0,1.0,0.0
43176,Vimbodí i Poblet,884,684,0.29,0.99,0.84,0.0,0.99,0.79,0.75,1.0,0.86,0.0
43177,Vinebre,407,307,0.0,0.74,0.9,0.0,0.0,0.0,0.85,1.0,0.87,0.0
43178,Vinyols i els Arcs,2.258,1.498,0.09,1.0,0.91,0.0,0.95,0.9,0.87,1.0,1.0,0.9
43901,Deltebre,11.656,7.067,0.0,0.91,0.93,0.0,0.9,0.9,0.89,1.0,0.98,0.16
43902,Sant Jaume d'Enveja,3.669,2.460,0.0,0.84,0.92,0.0,1.0,0.83,0.88,1.0,0.94,0.0
43903,Camarles,3.309,1.955,0.2,0.95,0.81,0.0,0.99,0.8,0.74,1.0,0.13,0.0
43904,L'Aldea,4.332,2.504,0.09,1.0,0.76,0.0,0.97,0.74,0.72,1.0,0.85,0.0
43905,Salou,29.028,32.152,0.03,1.0,0.97,0.0,0.78,0.76,0.71,1.0,1.0,0.71
43906,L'Ampolla,3.563,4.879,0.06,0.98,0.84,0.0,1.0,0.83,0.73,1.0,0.97,0.77
43907,La Canonja,5.873,2.487,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
44001,Ababuj,72,102,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.94,0.0,0.0
44002,Abejuela,56,157,0.0,1.0,1.0,0.0,1.0,1.0,0.99,1.0,0.0,0.0
44003,Aguatón,16,32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44004,Aguaviva,556,693,0.08,0.98,0.94,0.0,0.99,0.0,0.0,1.0,0.0,0.0
44005,Aguilar del Alfambra,81,113,0.0,1.0,0.87,0.0,1.0,0.0,0.0,0.25,0.0,0.0
44006,Alacón,219,485,0.0,1.0,0.92,0.0,1.0,0.0,0.0,1.0,1.0,0.0
44007,Alba,181,240,0.0,1.0,0.92,0.0,0.92,0.9,0.92,1.0,0.01,0.0
44008,Albalate del Arzobispo,1.959,1.596,0.16,0.99,0.98,0.0,1.0,0.93,0.92,0.99,0.77,0.0
44009,Albarracín,1.008,902,0.05,0.95,0.85,0.0,0.95,0.76,0.77,0.97,0.0,0.0
44010,Albentosa,275,500,0.16,1.0,0.76,0.0,0.98,0.5,0.0,1.0,0.0,0.0
44011,Alcaine,46,222,0.0,0.43,0.98,0.0,0.0,0.0,0.0,0.39,0.0,0.0
44012,Alcalá de la Selva,383,1.743,0.0,1.0,0.59,0.0,1.0,0.48,0.49,0.95,0.24,0.0
44013,Alcañiz,16.054,9.308,0.12,1.0,0.98,0.0,1.0,0.65,0.69,1.0,0.96,0.05
44014,Alcorisa,3.252,2.318,0.11,0.99,0.96,0.0,1.0,0.87,0.85,1.0,0.0,0.0
44016,Alfambra,490,463,0.33,1.0,0.97,0.0,1.0,0.98,0.94,1.0,0.0,0.0
44017,Aliaga,323,550,0.0,0.99,0.42,0.0,0.98,0.27,0.0,0.97,0.0,0.0
44018,Almohaja,16,74,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44019,Alobras,67,118,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.01,0.0
44020,Alpeñés,20,40,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.72,0.0,0.0
44021,Allepuz,124,240,0.0,0.98,0.0,0.0,0.94,0.0,0.0,1.0,0.0,0.0
44022,Alloza,553,919,0.0,1.0,0.98,0.0,1.0,0.0,0.66,1.0,0.0,0.0
44023,Allueva,21,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44024,Anadón,33,61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44025,Andorra,7.201,4.027,0.11,1.0,0.99,0.0,1.0,0.89,0.91,1.0,0.18,0.0
44026,Arcos de las Salinas,117,406,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0
44027,Arens de Lledó,214,243,0.0,1.0,0.93,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44028,Argente,208,187,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44029,Ariño,665,670,0.06,0.99,0.94,0.0,0.99,0.94,0.94,1.0,0.0,0.0
44031,Azaila,105,204,0.0,1.0,0.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44032,Bádenas,19,46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.94,0.0,0.0
44033,Báguena,271,648,0.18,1.0,0.98,0.0,1.0,0.98,0.98,1.0,0.0,0.0
44034,Bañón,157,206,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44035,Barrachina,116,176,0.0,1.0,0.98,0.0,1.0,0.0,0.0,0.93,0.0,0.0
44036,Bea,33,42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44037,Beceite,550,717,0.22,1.0,0.84,0.0,1.0,0.0,0.83,0.99,0.98,0.0
44038,Belmonte de San José,136,242,0.0,1.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44039,Bello,230,514,0.0,1.0,0.89,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44040,Berge,231,239,0.57,1.0,0.99,0.0,1.0,0.8,0.0,1.0,0.0,0.0
44041,Bezas,63,123,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0
44042,Blancas,140,253,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44043,Blesa,88,283,0.0,1.0,0.06,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44044,Bordón,111,163,0.0,0.79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44045,Bronchales,435,1.037,0.06,1.0,0.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44046,Bueña,51,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44047,Burbáguena,278,440,0.0,1.0,0.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44048,Cabra de Mora,69,168,0.0,0.97,0.92,0.0,0.97,0.71,0.0,0.91,0.91,0.0
44049,Calaceite,993,887,0.23,1.0,0.97,0.0,1.0,0.0,0.91,1.0,0.0,0.0
44050,Calamocha,4.485,3.617,0.18,0.97,0.87,0.0,0.98,0.66,0.65,0.99,0.9,0.0
44051,Calanda,3.755,2.599,0.1,0.99,0.96,0.0,0.99,0.89,0.82,1.0,0.0,0.0
44052,Calomarde,77,146,0.0,0.75,0.97,0.0,0.0,0.0,0.99,1.0,0.0,0.0
44053,Camañas,137,102,0.26,1.0,0.0,0.0,1.0,0.0,0.0,0.97,0.0,0.0
44054,Camarena de la Sierra,123,397,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.99,0.0,0.0
44055,Camarillas,84,183,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44056,Caminreal,625,653,0.38,0.99,0.79,0.0,1.0,0.0,0.78,1.0,0.0,0.0
44059,Cantavieja,707,561,0.0,0.97,0.92,0.0,0.96,0.93,0.9,1.0,0.97,0.0
44060,Cañada de Benatanduz,35,121,0.0,0.96,0.0,0.0,0.95,0.0,0.0,0.02,0.0,0.0
44061,La Cañada de Verich,97,93,0.58,1.0,1.0,0.0,0.86,0.0,0.0,1.0,0.0,0.0
44062,Cañada Vellida,38,42,0.0,1.0,0.83,0.0,1.0,0.0,0.0,1.0,0.0,0.0
