cmun,municipality_clean,province_clean,0-17,18-24,25-34,35-54,55+,total_population
10023,arroyomolinos,caceres,152,106,200,384,810,1652
10024,banos,caceres,168,68,142,350,748,1476
10025,barrado,caceres,74,40,70,170,410,764
10026,belvis,caceres,188,90,158,430,640,1506
10027,benquerencia,caceres,8,6,4,42,106,166
10028,berrocalejo,caceres,20,18,36,46,132,252
10029,berzocana,caceres,60,24,68,160,476,788
10030,bohonal,caceres,90,46,96,178,596,1006
10031,botija,caceres,36,26,50,86,178,376
10032,brozas,caceres,426,216,312,832,1716,3502
10033,cabanas,caceres,62,36,64,170,480,812
10034,cabezabellosa,caceres,16,36,54,134,426,666
10035,cabezuela,caceres,608,308,406,1192,1814,4328
10036,cabrero,caceres,64,54,64,188,328,698
10037,caceres,caceres,31958,14430,19928,58646,67934,192896
10038,cachorrilla,caceres,12,4,18,40,92,166
10039,cadalso,caceres,40,68,70,170,464,812
10040,calzadilla,caceres,78,62,86,238,450,914
10041,caminomorisco,caceres,306,132,204,524,1092,2258
10042,campillo,caceres,4,6,6,32,120,168
10043,campo,caceres,166,100,172,422,752,1612
10044,canamero,caceres,420,228,228,894,1436,3206
10045,canaveral,caceres,190,108,218,466,1054,2036
10046,carbajo,caceres,34,10,24,84,200,352
10047,carcaboso,caceres,302,122,198,584,938,2144
10048,carrascalejo,caceres,24,12,34,70,312,452
10049,casar,caceres,1398,582,994,2636,3344,8954
10050,casar,caceres,196,72,152,452,1118,1990
10051,casares,caceres,16,28,42,136,530,752
10052,casas,caceres,24,26,18,84,204,356
10053,casas,caceres,80,44,66,170,296,656
10054,casas,caceres,86,74,130,292,586,1168
10055,casas,caceres,196,96,158,428,656,1534
10056,casas,caceres,90,52,100,288,604,1134
10057,casas,caceres,16,18,20,50,120,224
10058,casatejada,caceres,454,248,332,740,982,2756
10059,casillas,caceres,52,22,60,162,392,688
10060,castanar,caceres,218,100,214,486,1048,2066
10061,ceclavin,caceres,398,256,342,844,1722,3562
10062,cedillo,caceres,74,58,80,214,442,868
10063,cerezo,caceres,16,8,18,58,204,304
10064,cilleros,caceres,384,208,288,716,1510,3106
10065,collado,caceres,90,46,42,200,172,550
10066,conquista,caceres,48,24,34,84,178,368
10067,coria,caceres,3460,1716,2408,6958,9708,24250
10068,cuacos,caceres,200,74,152,422,810,1658
10069,"cumbre,",caceres,136,66,188,354,912,1656
10070,deleitosa,caceres,120,74,120,356,696,1366
10071,descargamaria,caceres,6,8,12,54,138,218
10072,eljas,caceres,120,66,120,392,976,1674
10073,escurial,caceres,272,110,164,502,702,1750
10075,fresnedoso,caceres,44,32,36,102,264,478
10076,galisteo,caceres,178,126,162,450,772,1688
10077,garciaz,caceres,104,72,116,308,728,1328
10078,"garganta,",caceres,24,32,38,138,478,710
10079,garganta,caceres,156,88,170,440,918,1772
10080,gargantilla,caceres,54,50,48,142,434,728
10081,garguera,caceres,6,22,32,88,222,370
10082,garrovillas,caceres,502,204,364,948,1916,3934
10083,garvin,caceres,34,10,18,46,94,202
10084,gata,caceres,292,138,210,746,1360,2746
10085,"gordo,",caceres,106,38,64,264,280,752
10086,"granja,",caceres,60,26,46,160,340,632
10087,guadalupe,caceres,388,222,304,886,1702,3502
10088,guijo,caceres,16,14,16,110,220,376
10089,guijo,caceres,370,206,390,742,1272,2980
10090,guijo,caceres,66,24,72,188,624,974
10091,guijo,caceres,90,36,38,182,404,750
10092,herguijuela,caceres,30,38,54,106,312,540
10093,hernan-perez,caceres,76,66,100,182,400,824
10094,herrera,caceres,40,18,30,100,264,452
10095,herreruela,caceres,64,36,68,170,328,666
10096,hervas,caceres,1062,520,694,2122,3446,7844
10097,higuera,caceres,10,6,34,40,108,198
10098,hinojal,caceres,34,26,76,128,512,776
10099,holguera,caceres,158,76,116,284,552,1186
10100,hoyos,caceres,208,100,152,496,768,1724
10101,huelaga,caceres,76,30,32,128,146,412
10102,ibahernando,caceres,76,74,140,216,584,1090
10103,jaraicejo,caceres,56,40,72,164,540,872
10104,jaraiz,caceres,2316,996,1458,3532,5146,13448
10105,jarandilla,caceres,710,398,514,1534,2526,5682
10106,jarilla,caceres,14,14,18,54,178,278
10107,jerte,caceres,318,164,236,648,1044,2410
10108,ladrillar,caceres,12,18,28,112,200,370
10109,logrosan,caceres,564,212,420,894,1730,3820
10110,losar,caceres,732,386,570,1528,2400,5616
10111,madrigal,caceres,280,172,296,774,1550,3072
10112,madrigalejo,caceres,384,230,362,908,1524,3408
10113,madronera,caceres,518,304,538,1120,2266,4746
10114,majadas,caceres,446,152,292,640,992,2522
10115,malpartida,caceres,1058,560,778,2218,3450,8064
10116,malpartida,caceres,1510,694,912,2792,3418,9326
10117,marchagaz,caceres,40,26,42,112,256,476
10118,mata,caceres,50,40,52,120,318,580
10119,membrio,caceres,100,58,134,248,616,1156
10120,mesas,caceres,12,14,26,54,202,308
10121,miajadas,caceres,2970,1478,2066,5170,7052,18736
10122,millanes,caceres,44,26,44,94,244,452
10123,mirabel,caceres,124,70,98,318,656,1266
10124,mohedas,caceres,214,94,152,428,836,1724
10125,monroy,caceres,188,98,156,484,842,1768
10126,montanchez,caceres,394,152,286,810,1602,3244
10127,montehermoso,caceres,1842,804,1096,3102,4354,11198
10128,moraleja,caceres,1920,868,1190,3812,5364,13154
10129,morcillo,caceres,52,44,74,198,370,738
10130,navaconcejo,caceres,596,264,410,1088,1732,4090
10131,navalmoral,caceres,6352,2696,3566,9812,11660,34086
10132,navalvillar,caceres,68,40,64,192,396,760
10133,navas,caceres,298,148,256,632,1184,2518
10134,navezuelas,caceres,164,86,136,284,628,1298
10135,nunomoral,caceres,246,96,148,624,1290,2404
10136,oliva,caceres,60,14,62,158,290,584
10137,palomero,caceres,106,52,88,208,450,904
10138,pasaron,caceres,124,74,120,314,556,1188
10139,pedroso,caceres,6,14,22,58,106,206
10140,peraleda,caceres,490,182,228,818,1140,2858
10141,peraleda,caceres,54,42,28,102,332,558
10142,perales,caceres,200,106,192,470,844,1812
10143,pescueza,caceres,34,4,14,56,188,296
10144,"pesga,",caceres,198,76,126,442,1068,1910
10145,piedras,caceres,12,28,16,48,144,248
10146,pinofranqueado,caceres,526,236,304,1032,1444,3542
10147,piornal,caceres,346,222,292,816,1230,2906
10148,plasencia,caceres,12916,6134,8014,22984,30056,80104
10149,plasenzuela,caceres,106,84,108,188,558,1044
10150,portaje,caceres,68,52,64,152,416,752
10151,portezuelo,caceres,44,8,44,114,204,414
10152,pozuelo,caceres,92,42,52,202,468,856
10153,puerto,caceres,44,30,52,122,280,528
10154,rebollar,caceres,44,32,28,122,166,392
10155,riolobos,caceres,234,144,214,640,1122,2354
10156,robledillo,caceres,14,4,10,56,104,188
10157,robledillo,caceres,38,34,44,120,284,520
10158,robledillo,caceres,54,52,62,190,376,734
10159,robledollano,caceres,36,34,58,130,384,642
10160,romangordo,caceres,48,26,50,96,282,502
10161,ruanes,caceres,14,12,18,38,82,164
10162,salorino,caceres,82,44,108,254,588,1076
10163,salvatierra,caceres,26,10,34,82,342,494
10164,san,caceres,94,84,112,292,828,1410
10165,santa,caceres,30,26,72,110,374,612
10166,santa,caceres,78,52,56,178,284,648
10167,santa,caceres,34,30,56,126,332,578
10168,santa,caceres,26,18,34,106,398,582
10169,santiago,caceres,42,52,70,174,586,924
10170,santiago,caceres,38,18,44,120,278,498
10171,santibanez,caceres,68,42,60,226,374,770
10172,santibanez,caceres,118,84,146,324,752,1424
10173,saucedilla,caceres,402,206,260,540,564,1972
10174,segura,caceres,32,22,32,106,170,362
10175,serradilla,caceres,366,160,298,758,1422,3004
10176,serrejon,caceres,116,38,78,212,376,820
10177,sierra,caceres,560,244,494,1220,1604,4122
10178,talavan,caceres,202,54,144,358,784,1542
10179,talaveruela,caceres,44,28,34,170,326,602
10180,talayuela,caceres,3046,1360,1682,4210,4250,14548
10181,tejeda,caceres,158,120,126,356,770,1530
10182,toril,caceres,46,26,38,98,108,316
10183,tornavacas,caceres,248,128,180,518,962,2036
10184,"torno,",caceres,168,80,136,406,864,1654
10185,torrecilla,caceres,140,66,110,282,684,1282
10186,torrecillas,caceres,262,112,246,528,948,2096
10187,torre,caceres,128,52,80,266,426,952
10188,torre,caceres,72,62,104,230,570,1038
10189,torrejoncillo,caceres,740,384,544,1456,2418,5542
10190,torrejon,caceres,96,48,106,284,544,1078
10191,torremenga,caceres,158,86,128,328,534,1234
10192,torremocha,caceres,112,64,112,310,900,1498
10193,torreorgaz,caceres,508,226,398,914,1300,3346
10194,torrequemada,caceres,108,64,90,260,604,1126
10195,trujillo,caceres,2394,1296,1630,4832,7184,17336
10196,valdastillas,caceres,54,28,54,164,342,642
10197,valdecanas,caceres,16,4,16,46,114,196
10198,valdefuentes,caceres,218,124,220,498,1150,2210
10199,valdehuncar,caceres,40,22,38,116,158,374
10200,valdelacasa,caceres,30,22,48,148,434,682
10201,valdemorales,caceres,34,18,64,100,214,430
10202,valdeobispo,caceres,106,80,96,300,638,1220
10203,valencia,caceres,1320,658,860,2868,4668,10374
10204,valverde,caceres,80,48,54,214,500,896
10205,valverde,caceres,466,252,372,1106,2088,4284
10206,viandar,caceres,48,14,28,122,224,436
10207,villa,caceres,54,32,96,198,510,890
10208,villa,caceres,14,10,20,58,130,232
10209,villamesias,caceres,28,24,62,112,326,552
10210,villamiel,caceres,26,50,102,166,508,852
10211,villanueva,caceres,126,68,76,220,502,992
10212,villanueva,caceres,580,266,338,1234,1806,4224
10213,villar,caceres,82,44,120,220,646,1112
10214,villar,caceres,20,26,34,94,290,464
10215,villasbuenas,caceres,78,38,126,252,524,1018
10216,zarza,caceres,510,240,370,962,1528,3610
10217,zarza,caceres,64,72,86,230,584,1036
10218,zarza,caceres,246,118,240,508,1142,2254
10219,zorita,caceres,252,122,196,582,1346,2498
10901,rosalejo,caceres,404,172,284,768,1066,2694
10902,vegaviana,caceres,262,112,148,464,714,1700
10903,alagon,caceres,266,90,174,542,748,1820
10904,tietar,caceres,272,102,140,536,666,1716
10905,pueblonuevo,caceres,246,118,154,376,648,1542
11001,alcala,cadiz,1586,890,1340,3128,3518,10462
11002,alcala,cadiz,1490,728,1098,2874,3674,9864
11003,algar,cadiz,462,208,296,852,1072,2890
11004,algeciras,cadiz,48622,20468,27616,77556,75832,250094
11005,algodonales,cadiz,1570,808,1148,3092,4256,10874
11006,arcos,cadiz,10590,5230,6800,19426,20064,62110
11007,barbate,cadiz,7440,3594,5144,13586,15686,45450
11008,"barrios,",cadiz,9660,4024,5408,15918,14070,49080
11009,benaocaz,cadiz,190,94,176,482,580,1522
11010,bornos,cadiz,2332,1182,1696,4576,5278,15064
11011,"bosque,",cadiz,762,336,510,1388,1502,4498
11012,cadiz,cadiz,29312,15192,20982,62966,93908,222360
11013,castellar,cadiz,1080,450,732,1774,1944,5980
11014,conil,cadiz,9054,3312,5160,15770,14788,48084
11015,chiclana,cadiz,34008,14714,19292,57662,53934,179610
11016,chipiona,cadiz,7146,3074,4550,12116,12944,39830
11017,espera,cadiz,1192,570,778,2388,2624,7552
11018,"gastor,",cadiz,460,224,348,1034,1346,3412
11019,grazalema,cadiz,512,274,418,1202,1608,4014
11020,jerez,cadiz,76512,36094,44652,129678,142752,429688
11021,jimena,cadiz,2498,1052,1444,4016,4566,13576
11022,linea,cadiz,23848,9866,16016,39742,40502,129974
11023,medina,cadiz,4132,1776,2476,7482,7746,23612
11024,olvera,cadiz,2428,1188,1636,4164,6282,15698
11025,paterna,cadiz,1932,920,1260,3582,3338,11032
11026,prado,cadiz,1734,840,1268,3494,4068,11404
11027,puerto,cadiz,32710,15112,18732,54706,59586,180846
11028,puerto,cadiz,14256,6704,8734,26872,27624,84190
11029,puerto,cadiz,2640,1326,1936,4164,3716,13782
11030,rota,cadiz,10414,4394,6642,18562,19908,59920
11031,san,cadiz,31996,15010,19044,56348,65188,187586
11032,sanlucar,cadiz,26156,10104,15580,42406,45528,139774
11033,san,cadiz,13500,5544,7834,22274,20082,69234
11034,setenil,cadiz,758,418,624,1522,1950,5272
11035,tarifa,cadiz,5966,2522,4042,12660,12124,37314
11036,torre,cadiz,232,110,146,438,674,1600
11037,trebujena,cadiz,2494,1056,1452,4290,4810,14102
11038,ubrique,cadiz,5378,2328,3140,9948,12088,32882
11039,vejer,cadiz,4360,1926,2730,8202,8864,26082
11040,villaluenga,cadiz,146,62,110,254,362,934
11041,villamartin,cadiz,4266,2064,2868,7372,7928,24498
11042,zahara,cadiz,328,224,268,776,1124,2720
11901,benalup-casas,cadiz,2442,1240,1718,4530,4614,14544
11902,san,cadiz,1458,664,1042,2702,3072,8938
11903,san,cadiz,998,404,656,1748,1702,5508
12001,atzeneta,castellon/castello,358,128,266,706,1160,2618
12002,ain,castellon/castello,20,10,24,68,142,264
12003,albocàsser,castellon/castello,408,144,298,698,1114,2662
12004,alcalà,castellon/castello,2308,976,1490,4246,5618,14638
12005,"alcora,",castellon/castello,3490,1638,2136,6448,7460,21172
12006,alcudia,castellon/castello,28,26,76,86,210,426
12007,alfondeguilla,castellon/castello,226,114,176,466,758,1740
12008,algimia,castellon/castello,20,24,54,136,280,514
12009,almassora,castellon/castello,11282,4090,6382,19328,15798,56880
12010,almedijar,castellon/castello,58,24,82,138,272,574
12011,almenara,castellon/castello,2226,874,1440,4450,4454,13444
12012,altura,castellon/castello,1370,528,844,2272,2666,7680
12013,aranuel,castellon/castello,18,10,32,82,176,318
12014,ares,castellon/castello,22,22,22,108,182,356
12015,argelita,castellon/castello,26,18,56,76,120,296
12016,artana,castellon/castello,616,260,372,1060,1626,3934
12017,ayodar,castellon/castello,14,28,26,94,202,364
12018,azuebar,castellon/castello,90,44,82,170,318,704
12020,barracas,castellon/castello,68,18,52,114,146,398
12021,betxi,castellon/castello,1746,868,1154,3362,4138,11268
12022,bejis,castellon/castello,76,62,76,216,364,794
12024,benafer,castellon/castello,38,22,58,84,142,344
12025,benafigos,castellon/castello,8,14,14,68,154,258
12026,benassal,castellon/castello,262,144,240,526,936,2108
12027,benicarlo,castellon/castello,10828,4606,7082,17598,19388,59502
12028,benicàssim/benicasim,castellon/castello,6912,2876,3782,12888,14216,40674
12029,benlloc,castellon/castello,380,172,254,646,794,2246
12031,borriol,castellon/castello,2268,894,1184,3870,3672,11888
12032,borriana/burriana,castellon/castello,13310,6130,7796,22628,23444,73308
12033,cabanes,castellon/castello,1086,406,726,1930,2482,6630
12034,càlig,castellon/castello,690,264,422,1158,1584,4118
12036,canet,castellon/castello,154,68,130,342,702,1396
12037,castell,castellon/castello,4,2,10,12,16,44
12038,castellfort,castellon/castello,46,20,34,110,168,378
12039,castellnovo,castellon/castello,188,104,180,426,874,1772
12040,castello,castellon/castello,61460,27966,40006,109532,120758,359722
12041,castillo,castellon/castello,10,18,26,52,128,234
12042,cati,castellon/castello,206,78,154,408,676,1522
12043,caudiel,castellon/castello,148,96,118,412,668,1442
12044,cervera,castellon/castello,110,52,108,292,740,1302
12045,cinctorres,castellon/castello,152,34,98,230,368,882
12046,cirat,castellon/castello,16,18,52,112,230,428
12048,cortes,castellon/castello,82,46,54,190,254,626
12049,costur,castellon/castello,142,84,76,370,398,1070
12050,coves,castellon/castello,634,214,374,1030,1444,3696
12051,culla,castellon/castello,76,68,94,232,516,986
12052,xert,castellon/castello,114,110,144,336,668,1372
12053,chilches/xilxes,castellon/castello,962,450,728,1902,2124,6166
12055,xodos/chodos,castellon/castello,22,16,26,60,108,232
12056,chovar,castellon/castello,56,36,86,128,318,624
12057,eslida,castellon/castello,226,90,144,494,618,1572
12058,espadilla,castellon/castello,22,14,18,58,68,180
12059,fanzara,castellon/castello,62,62,48,134,290,596
12060,figueroles,castellon/castello,134,64,102,290,444,1034
12061,forcall,castellon/castello,138,50,82,232,452,954
12063,fuente,castellon/castello,8,6,22,36,48,120
12064,fuentes,castellon/castello,10,8,26,44,102,190
12065,gaibiel,castellon/castello,20,26,44,104,202,396
12067,geldo,castellon/castello,184,86,134,370,524,1298
12068,herbers,castellon/castello,10,2,4,46,76,138
12069,higueras,castellon/castello,0,10,10,24,48,92
12070,"jana,",castellon/castello,214,86,116,350,608,1374
12071,jerica,castellon/castello,514,228,322,1014,1376,3454
12072,llucena/lucena,castellon/castello,352,196,274,804,1206,2832
12073,ludiente,castellon/castello,42,18,32,104,154,350
12074,"llosa,",castellon/castello,330,168,196,684,698,2076
12075,mata,castellon/castello,64,28,56,106,118,372
12076,matet,castellon/castello,16,4,8,56,98,182
12077,moncofa,castellon/castello,2492,920,1828,5198,5450,15888
12078,montan,castellon/castello,84,46,60,194,458,842
12079,montanejos,castellon/castello,182,98,138,402,444,1264
12080,morella,castellon/castello,714,288,540,1378,2064,4984
12081,navajas,castellon/castello,222,110,150,496,750,1728
12082,nules,castellon/castello,5298,2198,2854,8580,9292,28222
12083,olocau,castellon/castello,44,28,34,58,108,272
12084,onda,castellon/castello,9592,3888,5576,16432,16138,51626
12085,orpesa/oropesa,castellon/castello,4084,1482,2466,7470,7686,23188
12087,palanques,castellon/castello,6,16,8,16,22,68
12088,pavias,castellon/castello,12,6,16,36,78,148
12089,peniscola/peniscola,castellon/castello,2738,980,1640,5144,6416,16918
12090,pina,castellon/castello,18,16,16,72,118,240
12091,portell,castellon/castello,18,10,24,60,202,314
12092,puebla,castellon/castello,36,16,26,92,178,348
12093,pobla,castellon/castello,60,30,40,140,210,480
12094,pobla,castellon/castello,536,202,246,894,788,2666
12095,ribesalbes,castellon/castello,324,180,224,620,988,2336
12096,rossell,castellon/castello,200,140,170,464,826,1800
12097,sacanet,castellon/castello,6,8,6,44,90,154
12098,"salzadella,",castellon/castello,188,82,116,328,644,1358
12099,sant,castellon/castello,330,130,212,866,1280,2818
12100,sant,castellon/castello,746,246,372,1186,1434,3984
12101,san,castellon/castello,172,72,80,302,436,1062
12102,santa,castellon/castello,244,86,146,448,616,1540
12103,"serratella,",castellon/castello,12,20,16,70,110,228
12104,segorbe,castellon/castello,3272,1416,2026,5652,6896,19262
12105,sierra,castellon/castello,260,112,222,544,944,2082
12106,soneja,castellon/castello,470,200,280,850,1232,3032
12107,sot,castellon/castello,122,90,114,250,420,996
12108,suera/sueras,castellon/castello,182,72,116,348,444,1162
12109,tales,castellon/castello,280,104,154,558,582,1678
12110,teresa,castellon/castello,30,34,46,114,238,462
12111,tirig,castellon/castello,100,38,84,226,408,856
12112,todolella,castellon/castello,50,18,50,66,118,302
12113,toga,castellon/castello,18,20,28,48,104,218
12114,toras,castellon/castello,44,12,64,152,268,540
12115,"toro,",castellon/castello,42,24,56,130,272,524
12116,torralba,castellon/castello,2,12,14,28,60,116
12117,torreblanca,castellon/castello,1800,768,1252,3292,4272,11384
12118,torrechiva,castellon/castello,42,14,38,50,92,236
12119,torre,castellon/castello,36,12,42,76,158,324
12120,torre,castellon/castello,34,20,42,80,188,364
12121,traiguera,castellon/castello,342,164,188,700,1222,2616
12122,"useres,",castellon/castello,214,62,176,566,912,1930
12123,vallat,castellon/castello,4,20,24,50,46,144
12124,vall,castellon/castello,1070,386,638,1992,2090,6176
12125,vall,castellon/castello,46,40,52,140,278,556
12126,vall,castellon/castello,10808,4748,6432,19098,22602,63688
12127,vallibona,castellon/castello,4,10,6,38,70,128
12128,vilafames,castellon/castello,638,320,412,1224,1266,3860
12129,vilafranca/villafranca,castellon/castello,572,280,434,1008,1978,4272
12130,villahermosa,castellon/castello,92,38,82,220,554,986
12131,villamalur,castellon/castello,6,10,22,54,102,194
12132,vilanova,castellon/castello,132,80,134,304,550,1200
12133,villanueva,castellon/castello,6,16,28,50,96,196
12134,vilar,castellon/castello,34,40,24,92,122,312
12135,vila-real,castellon/castello,19602,8504,11406,32300,33234,105046
12136,"vilavella,",castellon/castello,876,500,576,1722,2474,6148
12137,villores,castellon/castello,0,12,22,28,44,106
12138,vinaròs,castellon/castello,10308,4532,6214,17956,21508,60518
12139,vistabella,castellon/castello,58,52,68,198,356,732
12140,viver,castellon/castello,504,188,346,992,1326,3356
12141,zorita,castellon/castello,22,22,26,42,112,224
12142,zucaina,castellon/castello,22,26,40,86,174,348
12901,"alqueries,",castellon/castello,1654,654,818,2994,2952,9072
12902,sant,castellon/castello,1526,478,822,2558,1946,7330
13001,abenojar,ciudad,298,146,284,590,1328,2646
13002,agudo,ciudad,440,172,382,682,1522,3198
13003,alamillo,ciudad,52,40,122,162,546,922
13004,albaladejo,ciudad,178,98,214,450,1086,2026
13005,alcazar,ciudad,10990,4840,6760,19342,20846,62778
13006,alcoba,ciudad,114,42,124,322,554,1156
13007,alcolea,ciudad,304,194,350,672,1200,2720
13008,alcubillas,ciudad,48,54,92,158,484,836
13009,aldea,ciudad,328,162,376,770,1522,3158
13010,alhambra,ciudad,244,94,220,490,890,1938
13011,almaden,ciudad,1228,750,1020,2342,4452,9792
13012,almadenejos,ciudad,70,66,70,196,386,788
13013,almagro,ciudad,3098,1424,2262,5180,6200,18164
13014,almedina,ciudad,80,68,76,232,508,964
13015,almodovar,ciudad,1334,698,1062,2804,5498,11396
13016,almuradiel,ciudad,194,60,180,388,688,1510
13017,anchuras,ciudad,68,24,42,116,296,546
13018,arenas,ciudad,362,120,200,580,780,2042
13019,argamasilla,ciudad,2234,1088,1612,4066,4690,13690
13020,argamasilla,ciudad,1980,740,1064,3550,4300,11634
13021,arroba,ciudad,42,36,74,164,496,812
13022,ballesteros,ciudad,56,40,78,202,346,722
13023,bolanos,ciudad,4118,1828,3260,7192,7664,24062
13024,brazatortas,ciudad,228,102,238,488,940,1996
13025,cabezarados,ciudad,64,30,50,138,324,606
13026,cabezarrubias,ciudad,88,46,90,238,524,986
13027,calzada,ciudad,982,536,794,1926,3246,7484
13028,campo,ciudad,4290,1906,2840,7240,9602,25878
13029,canada,ciudad,16,12,20,52,106,206
13030,caracuel,ciudad,32,8,18,84,124,266
13031,carrion,ciudad,1124,402,730,2068,2142,6466
13032,carrizosa,ciudad,176,166,224,474,1166,2206
13033,castellar,ciudad,394,276,384,936,1536,3526
13034,ciudad,ciudad,25684,11746,17354,43858,52706,151348
