cmun,municipality,municipality_1,municipality_2,province,autonomous_community,latitude,longitude,altitude
4059,Lubrín,lubrin,,Almería,Andalucía,37.21585,-2.067055,521.5203
4060,Lucainena de las Torres,lucainenadelastorres,,Almería,Andalucía,37.04179,-2.200706,533.8752
4061,Lúcar,lucar,,Almería,Andalucía,37.39965,-2.427074,901.753
4062,Macael,macael,,Almería,Andalucía,37.33229,-2.304892,538.7327
4063,María,maria,,Almería,Andalucía,37.7111,-2.165795,1196.435
4064,Mojácar,mojacar,,Almería,Andalucía,37.13995,-1.851328,165.0597
4065,Nacimiento,nacimiento,,Almería,Andalucía,37.10497,-2.64774,596.8992
4066,Níjar,nijar,,Almería,Andalucía,36.96576,-2.20651,353.1248
4067,Ohanes,ohanes,,Almería,Andalucía,37.03723,-2.745168,953.4253
4068,Olula de Castro,oluladecastro,,Almería,Andalucía,37.17611,-2.476297,1054.839
4069,Olula del Río,oluladelrio,,Almería,Andalucía,37.35212,-2.298121,486.5961
4070,Oria,oria,,Almería,Andalucía,37.48503,-2.295018,1038.982
4071,Padules,padules,,Almería,Andalucía,36.99884,-2.773482,745.1029
4072,Partaloa,partaloa,,Almería,Andalucía,37.40604,-2.226434,548.585
4073,Paterna del Río,paternadelrio,,Almería,Andalucía,37.02088,-2.953087,1201.81
4074,Pechina,pechina,,Almería,Andalucía,36.91667,-2.440625,107.5108
4075,Pulpí,pulpi,,Almería,Andalucía,37.41183,-1.745502,194.9947
4076,Purchena,purchena,,Almería,Andalucía,37.34855,-2.36155,540.9984
4077,Rágol,ragol,,Almería,Andalucía,36.99564,-2.680989,404.8323
4078,Rioja,rioja,,Almería,Andalucía,36.94406,-2.462424,133.2092
4079,Roquetas de Mar,roquetasdemar,,Almería,Andalucía,36.76427,-2.614935,11.84886
4080,Santa Cruz de Marchena,santacruzdemarchena,,Almería,Andalucía,37.0172,-2.603768,328.9739
4081,Santa Fe de Mondújar,santafedemondujar,,Almería,Andalucía,36.97506,-2.530279,210.5975
4082,Senés,senes,,Almería,Andalucía,37.20457,-2.347544,1007.387
4083,Serón,seron,,Almería,Andalucía,37.34361,-2.508077,800.137
4084,Sierro,sierro,,Almería,Andalucía,37.32348,-2.398526,721.0729
4085,Somontín,somontin,,Almería,Andalucía,37.39139,-2.389127,816.8105
4086,Sorbas,sorbas,,Almería,Andalucía,37.09841,-2.126351,391.5779
4087,Suflí,sufli,,Almería,Andalucía,37.3382,-2.389523,636.8499
4088,Tabernas,tabernas,,Almería,Andalucía,37.04945,-2.392681,405.9641
4089,Taberno,taberno,,Almería,Andalucía,37.46729,-2.076205,702.8022
4090,Tahal,tahal,,Almería,Andalucía,37.22803,-2.28497,1008.582
4091,Terque,terque,,Almería,Andalucía,36.98359,-2.597233,282.4351
4092,Tíjola,tijola,,Almería,Andalucía,37.34551,-2.439434,685.379
4093,Turre,turre,,Almería,Andalucía,37.15225,-1.894899,49.41454
4094,Turrillas,turrillas,,Almería,Andalucía,37.03019,-2.264096,840.3381
4095,Uleila del Campo,uleiladelcampo,,Almería,Andalucía,37.18548,-2.203801,629.6137
4096,Urrácal,urracal,,Almería,Andalucía,37.39732,-2.36507,744.7553
4097,Velefique,velefique,,Almería,Andalucía,37.19375,-2.403687,937.5716
4098,Vélez-Blanco,velezblanco,,Almería,Andalucía,37.69095,-2.095682,1072.432
4099,Vélez-Rubio,velezrubio,,Almería,Andalucía,37.64802,-2.074232,842.2859
4100,Vera,vera,,Almería,Andalucía,37.24686,-1.868238,102.0657
4101,Viator,viator,,Almería,Andalucía,36.88963,-2.426541,74.79173
4102,Vícar,vicar,,Almería,Andalucía,36.83145,-2.642515,276.2602
4103,Zurgena,zurgena,,Almería,Andalucía,37.34265,-2.039607,248.1582
4901,"Tres Villas, Las",tresvillaslas,,Almería,Andalucía,37.13334,-2.7,693.0934
4902,"Ejido, El",ejidoel,,Almería,Andalucía,36.77506,-2.812738,80.0
4903,"Mojonera, La",mojonerala,,Almería,Andalucía,36.75254,-2.688159,41.25403
5001,Adanero,adanero,,Ávila,Castilla León,40.94591,-4.606659,905.2096
5002,"Adrada, La",adradala,,Ávila,Castilla León,40.29935,-4.634857,622.7286
5005,Albornos,albornos,,Ávila,Castilla León,40.83842,-4.881355,909.7402
5007,Aldeanueva de Santa Cruz,aldeanuevadesantacruz,,Ávila,Castilla León,40.38176,-5.419435,1166.277
5008,Aldeaseca,aldeaseca,,Ávila,Castilla León,41.04952,-4.817433,861.7283
5010,"Aldehuela, La",aldehuelala,,Ávila,Castilla León,40.79458,-4.763939,959.1974
5012,Amavida,amavida,,Ávila,Castilla León,40.57338,-5.066842,1175.522
5013,"Arenal, El",arenalel,,Ávila,Castilla León,40.26487,-5.087197,890.2292
5014,Arenas de San Pedro,arenasdesanpedro,,Ávila,Castilla León,40.20872,-5.091141,514.0571
5015,Arevalillo,arevalillo,,Ávila,Castilla León,40.58731,-5.370576,1137.772
5016,Arévalo,arevalo,,Ávila,Castilla León,41.06443,-4.721681,826.179
5017,Aveinte,aveinte,,Ávila,Castilla León,40.78237,-4.837343,1000.345
5018,Avellaneda,avellaneda,,Ávila,Castilla León,40.38853,-5.388019,1351.883
5019,Ávila,avila,,Ávila,Castilla León,40.65642,-4.700323,1129.841
5021,"Barco de Ávila, El",barcodeavilael,,Ávila,Castilla León,40.35711,-5.523521,1018.091
5022,"Barraco, El",barracoel,,Ávila,Castilla León,40.47881,-4.638284,1007.118
5023,Barromán,barroman,,Ávila,Castilla León,41.06509,-4.931392,795.3719
5024,Becedas,becedas,,Ávila,Castilla León,40.40503,-5.634871,1100.157
5025,Becedillas,becedillas,,Ávila,Castilla León,40.53734,-5.324924,1055.372
5026,Bercial de Zapardiel,bercialdezapardiel,,Ávila,Castilla León,41.04642,-4.969301,806.9874
5027,"Berlanas, Las",berlanaslas,,Ávila,Castilla León,40.80299,-4.760686,947.4949
5029,Bernuy-Zapardiel,bernuyzapardiel,,Ávila,Castilla León,40.97598,-4.943945,865.666
5030,Berrocalejo de Aragona,berrocalejodearagona,,Ávila,Castilla León,40.69409,-4.594394,1093.834
5033,Blascomillán,blascomillan,,Ávila,Castilla León,40.80138,-5.088691,949.7968
5034,Blasconuño de Matacabras,blasconunodematacabras,,Ávila,Castilla León,41.1234,-4.990178,786.0962
5035,Blascosancho,blascosancho,,Ávila,Castilla León,40.87781,-4.635879,904.3203
5036,"Bohodón, El",bohodonel,,Ávila,Castilla León,40.91633,-4.730068,884.0
5037,Bohoyo,bohoyo,,Ávila,Castilla León,40.31496,-5.441185,1152.302
5038,Bonilla de la Sierra,bonilladelasierra,,Ávila,Castilla León,40.53089,-5.264956,1078.679
5039,Brabos,brabos,,Ávila,Castilla León,40.77847,-4.937897,981.4635
5040,Bularros,bularros,,Ávila,Castilla León,40.72449,-4.865047,1169.908
5041,Burgohondo,burgohondo,,Ávila,Castilla León,40.41368,-4.786215,841.5716
5042,Cabezas de Alambre,cabezasdealambre,,Ávila,Castilla León,40.9404,-4.842389,889.5198
5043,Cabezas del Pozo,cabezasdelpozo,,Ávila,Castilla León,41.00153,-4.955734,844.806
5044,Cabezas del Villar,cabezasdelvillar,,Ávila,Castilla León,40.71527,-5.209755,1047.323
5045,Cabizuela,cabizuela,,Ávila,Castilla León,40.90104,-4.800335,880.9836
5046,Canales,canales,,Ávila,Castilla León,41.00328,-4.900349,856.6454
5047,Candeleda,candeleda,,Ávila,Castilla León,40.15509,-5.239784,432.1873
5048,Cantiveros,cantiveros,,Ávila,Castilla León,40.9527,-4.954445,878.133
5049,Cardeñosa,cardenosa,,Ávila,Castilla León,40.74177,-4.745263,1106.686
5051,"Carrera, La",carrerala,,Ávila,Castilla León,40.34768,-5.554624,1055.56
5052,Casas del Puerto,casasdelpuerto,,Ávila,Castilla León,40.52906,-5.198162,1181.79
5053,Casasola,casasola,,Ávila,Castilla León,40.66874,-4.826726,1316.782
5054,Casavieja,casavieja,,Ávila,Castilla León,40.28105,-4.766778,560.0256
5055,Casillas,casillas,,Ávila,Castilla León,40.32428,-4.57237,1033.86
5056,Castellanos de Zapardiel,castellanosdezapardiel,,Ávila,Castilla León,41.08524,-4.909803,784.2825
5057,Cebreros,cebreros,,Ávila,Castilla León,40.45507,-4.464714,762.6259
5058,Cepeda la Mora,cepedalamora,,Ávila,Castilla León,40.45761,-5.048178,1496.214
5059,Cillán,cillan,,Ávila,Castilla León,40.70498,-4.978228,1213.872
5060,Cisla,cisla,,Ávila,Castilla León,40.96485,-5.012189,849.4051
5061,"Colilla, La",colillala,,Ávila,Castilla León,40.6473,-4.766521,1137.412
5062,Collado de Contreras,colladodecontreras,,Ávila,Castilla León,40.88665,-4.927863,916.2794
5063,Collado del Mirón,colladodelmiron,,Ávila,Castilla León,40.5528,-5.353886,1166.182
5064,Constanzana,constanzana,,Ávila,Castilla León,40.93854,-4.874399,890.7895
5065,Crespos,crespos,,Ávila,Castilla León,40.87341,-4.969728,924.7823
5066,Cuevas del Valle,cuevasdelvalle,,Ávila,Castilla León,40.29244,-5.010546,850.9416
5067,Chamartín,chamartin,,Ávila,Castilla León,40.70156,-4.958119,1200.419
5069,Donjimeno,donjimeno,,Ávila,Castilla León,40.95966,-4.845067,885.1403
5070,Donvidas,donvidas,,Ávila,Castilla León,41.08922,-4.807941,863.8016
5072,Espinosa de los Caballeros,espinosadeloscaballeros,,Ávila,Castilla León,41.00935,-4.650817,859.3159
5073,Flores de Ávila,floresdeavila,,Ávila,Castilla León,40.93462,-5.078152,894.5298
5074,Fontiveros,fontiveros,,Ávila,Castilla León,40.9306,-4.967885,883.9694
5075,Fresnedilla,fresnedilla,,Ávila,Castilla León,40.23157,-4.621687,622.42
5076,"Fresno, El",fresnoel,,Ávila,Castilla León,40.61371,-4.757426,1077.998
5077,Fuente el Saúz,fuenteelsauz,,Ávila,Castilla León,40.97907,-4.910458,872.8679
5078,Fuentes de Año,fuentesdeano,,Ávila,Castilla León,41.01748,-4.897614,825.9651
5079,Gallegos de Altamiros,gallegosdealtamiros,,Ávila,Castilla León,40.70929,-4.899144,1243.297
5080,Gallegos de Sobrinos,gallegosdesobrinos,,Ávila,Castilla León,40.71639,-5.111902,1165.116
5081,Garganta del Villar,gargantadelvillar,,Ávila,Castilla León,40.45007,-5.105528,1468.859
5082,Gavilanes,gavilanes,,Ávila,Castilla León,40.27752,-4.851113,666.3435
5083,Gemuño,gemuno,,Ávila,Castilla León,40.59291,-4.782099,1103.707
5084,Gilbuena,gilbuena,,Ávila,Castilla León,40.41522,-5.605305,1046.664
5085,Gil García,gilgarcia,,Ávila,Castilla León,40.29817,-5.593304,1149.134
5086,Gimialcón,gimialcon,,Ávila,Castilla León,40.87731,-5.122354,949.9352
5087,Gotarrendura,gotarrendura,,Ávila,Castilla León,40.82674,-4.739214,931.7262
5088,Grandes y San Martín,grandesysanmartin,,Ávila,Castilla León,40.75497,-4.957851,1004.375
5089,Guisando,guisando,,Ávila,Castilla León,40.22166,-5.139702,760.2384
5090,Gutierre-Muñoz,gutierremunoz,,Ávila,Castilla León,40.98325,-4.638578,885.0555
5092,Hernansancho,hernansancho,,Ávila,Castilla León,40.85752,-4.729424,907.3092
5093,Herradón de Pinares,herradondepinares,,Ávila,Castilla León,40.57639,-4.531389,1339.181
5094,Herreros de Suso,herrerosdesuso,,Ávila,Castilla León,40.80199,-5.038302,1014.149
5095,Higuera de las Dueñas,higueradelasduenas,,Ávila,Castilla León,40.23775,-4.601235,636.0223
5096,"Hija de Dios, La",hijadediosla,,Ávila,Castilla León,40.53144,-4.965749,1190.105
5097,"Horcajada, La",horcajadala,,Ávila,Castilla León,40.43745,-5.466582,1013.886
5099,Horcajo de las Torres,horcajodelastorres,,Ávila,Castilla León,41.0651,-5.090805,817.9778
5100,"Hornillo, El",hornilloel,,Ávila,Castilla León,40.24966,-5.104175,750.8702
5101,Hoyocasero,hoyocasero,,Ávila,Castilla León,40.39886,-4.975904,1340.283
5102,"Hoyo de Pinares, El",hoyodepinaresel,,Ávila,Castilla León,40.50175,-4.422359,850.6945
5103,Hoyorredondo,hoyorredondo,,Ávila,Castilla León,40.46219,-5.409976,1041.056
5104,Hoyos del Collado,hoyosdelcollado,,Ávila,Castilla León,40.35938,-5.201206,1496.277
5105,Hoyos del Espino,hoyosdelespino,,Ávila,Castilla León,40.35726,-5.173525,1476.058
5106,Hoyos de Miguel Muñoz,hoyosdemiguelmunoz,,Ávila,Castilla León,40.39286,-5.06712,1537.814
5107,Hurtumpascual,hurtumpascual,,Ávila,Castilla León,40.69209,-5.112507,1170.533
5108,Junciana,junciana,,Ávila,Castilla León,40.41014,-5.557674,996.5219
5109,Langa,langa,,Ávila,Castilla León,41.00771,-4.859519,867.0062
5110,Lanzahíta,lanzahita,,Ávila,Castilla León,40.20398,-4.937142,452.3451
5112,"Losar del Barco, El",losardelbarcoel,,Ávila,Castilla León,40.39238,-5.539316,1011.311
5113,"Llanos de Tormes, Los",llanosdetormeslos,,Ávila,Castilla León,40.32849,-5.500204,1051.062
5114,Madrigal de las Altas Torres,madrigaldelasaltastorres,,Ávila,Castilla León,41.08944,-4.998767,811.4847
5115,Maello,maello,,Ávila,Castilla León,40.81118,-4.5088,1031.561
5116,Malpartida de Corneja,malpartidadecorneja,,Ávila,Castilla León,40.52113,-5.351212,1023.512
5117,Mamblas,mamblas,,Ávila,Castilla León,41.01953,-5.011209,820.2225
5118,Mancera de Arriba,manceradearriba,,Ávila,Castilla León,40.79102,-5.147208,938.9207
5120,Marlín,marlin,,Ávila,Castilla León,40.71137,-4.829782,1214.861
5121,Martiherrero,martiherrero,,Ávila,Castilla León,40.67412,-4.781778,1228.818
5122,Martínez,martinez,,Ávila,Castilla León,40.63086,-5.348361,1100.179
5123,Mediana de Voltoya,medianadevoltoya,,Ávila,Castilla León,40.7007,-4.563919,1112.355
5124,Medinilla,medinilla,,Ávila,Castilla León,40.43935,-5.617625,1066.206
5125,Mengamuñoz,mengamunoz,,Ávila,Castilla León,40.50863,-5.005374,1348.081
5126,Mesegar de Corneja,mesegardecorneja,,Ávila,Castilla León,40.50275,-5.301532,1022.489
5127,Mijares,mijares,,Ávila,Castilla León,40.29747,-4.836677,864.0565
5128,Mingorría,mingorria,,Ávila,Castilla León,40.75072,-4.665422,1034.813
5129,"Mirón, El",mironel,,Ávila,Castilla León,40.53179,-5.405205,1261.807
5130,Mironcillo,mironcillo,,Ávila,Castilla León,40.55497,-4.825576,1119.956
5131,Mirueña de los Infanzones,miruenadelosinfanzones,,Ávila,Castilla León,40.73749,-5.090713,1132.032
5132,Mombeltrán,mombeltran,,Ávila,Castilla León,40.25992,-5.01777,638.0334
5133,Monsalupe,monsalupe,,Ávila,Castilla León,40.76863,-4.781026,1001.826
5134,Moraleja de Matacabras,moralejadematacabras,,Ávila,Castilla León,41.10721,-4.957326,784.5509
5135,Muñana,munana,,Ávila,Castilla León,40.59051,-5.014978,1166.34
5136,Muñico,munico,,Ávila,Castilla León,40.70657,-5.026659,1088.301
5138,Muñogalindo,munogalindo,,Ávila,Castilla León,40.6028,-4.900547,1126.354
5139,Muñogrande,munogrande,,Ávila,Castilla León,40.82127,-4.922052,945.0131
5140,Muñomer del Peco,munomerdelpeco,,Ávila,Castilla León,40.85851,-4.880385,897.2045
5141,Muñopepe,munopepe,,Ávila,Castilla León,40.63546,-4.818228,1136.208
5142,Muñosancho,munosancho,,Ávila,Castilla León,40.92184,-5.035893,904.1495
5143,Muñotello,munotello,,Ávila,Castilla León,40.54302,-5.040777,1153.327
5144,Narrillos del Álamo,narrillosdelalamo,,Ávila,Castilla León,40.56697,-5.466862,1119.065
5145,Narrillos del Rebollar,narrillosdelrebollar,,Ávila,Castilla León,40.66433,-4.964759,1393.928
5147,Narros del Castillo,narrosdelcastillo,,Ávila,Castilla León,40.85886,-5.059597,955.416
5148,Narros del Puerto,narrosdelpuerto,,Ávila,Castilla León,40.54162,-4.991971,1150.127
5149,Narros de Saldueña,narrosdesalduena,,Ávila,Castilla León,40.87524,-4.869534,899.7995
5151,Navacepedilla de Corneja,navacepedilladecorneja,,Ávila,Castilla León,40.48594,-5.184513,1254.679
5152,Nava de Arévalo,navadearevalo,,Ávila,Castilla León,40.97843,-4.775988,867.2231
5153,Nava del Barco,navadelbarco,,Ávila,Castilla León,40.29252,-5.540213,1143.579
5154,Navadijos,navadijos,,Ávila,Castilla León,40.42566,-5.08356,1522.013
5155,Navaescurial,navaescurial,,Ávila,Castilla León,40.47199,-5.277838,1204.329
5156,Navahondilla,navahondilla,,Ávila,Castilla León,40.32642,-4.495955,722.1689
5157,Navalacruz,navalacruz,,Ávila,Castilla León,40.44016,-4.932515,1242.845
5158,Navalmoral,navalmoral,,Ávila,Castilla León,40.45965,-4.7686,1059.723
5159,Navalonguilla,navalonguilla,,Ávila,Castilla León,40.27827,-5.501873,1166.513
5160,Navalosa,navalosa,,Ávila,Castilla León,40.40134,-4.931455,1302.457
5161,Navalperal de Pinares,navalperaldepinares,,Ávila,Castilla León,40.59454,-4.410842,1276.434
5162,Navalperal de Tormes,navalperaldetormes,,Ávila,Castilla León,40.35288,-5.300556,1301.761
5163,Navaluenga,navaluenga,,Ávila,Castilla León,40.41096,-4.707685,761.1091
5164,Navaquesera,navaquesera,,Ávila,Castilla León,40.42503,-4.908706,1510.378
5165,Navarredonda de Gredos,navarredondadegredos,,Ávila,Castilla León,40.36239,-5.13352,1533.715
5166,Navarredondilla,navarredondilla,,Ávila,Castilla León,40.45349,-4.821207,1133.272
5167,Navarrevisca,navarrevisca,,Ávila,Castilla León,40.36426,-4.89544,1125.35
5168,"Navas del Marqués, Las",navasdelmarqueslas,,Ávila,Castilla León,40.60316,-4.326336,1301.798
5169,Navatalgordo,navatalgordo,,Ávila,Castilla León,40.41558,-4.872152,1277.847
5170,Navatejares,navatejares,,Ávila,Castilla León,40.33571,-5.530873,1045.835
5171,Neila de San Miguel,neiladesanmiguel,,Ávila,Castilla León,40.42363,-5.651734,1163.344
5172,Niharra,niharra,,Ávila,Castilla León,40.5894,-4.839691,1092.125
5173,Ojos-Albos,ojosalbos,,Ávila,Castilla León,40.7065,-4.51648,1228.249
5174,Orbita,orbita,,Ávila,Castilla León,40.99851,-4.647501,868.4173
5175,"Oso, El",osoel,,Ávila,Castilla León,40.84169,-4.770429,896.0026
5176,Padiernos,padiernos,,Ávila,Castilla León,40.6211,-4.845123,1106.0
5177,Pajares de Adaja,pajaresdeadaja,,Ávila,Castilla León,40.92365,-4.64045,881.6708
5178,Palacios de Goda,palaciosdegoda,,Ávila,Castilla León,41.1171,-4.783861,820.0026
5179,Papatrigo,papatrigo,,Ávila,Castilla León,40.86782,-4.834677,889.0
5180,"Parral, El",parralel,,Ávila,Castilla León,40.7973,-4.990441,1049.357
5181,Pascualcobo,pascualcobo,,Ávila,Castilla León,40.65711,-5.276952,1065.825
5182,Pedro Bernardo,pedrobernardo,,Ávila,Castilla León,40.24287,-4.914765,802.8278
5183,Pedro-Rodríguez,pedrorodriguez,,Ávila,Castilla León,40.93684,-4.784845,877.0702
5184,Peguerinos,peguerinos,,Ávila,Castilla León,40.62729,-4.232728,1361.598
5185,Peñalba de Ávila,penalbadeavila,,Ávila,Castilla León,40.77176,-4.747359,1073.66
5186,Piedrahíta,piedrahita,,Ávila,Castilla León,40.46339,-5.328194,1064.406
5187,Piedralaves,piedralaves,,Ávila,Castilla León,40.31736,-4.69809,712.4528
5188,Poveda,poveda,,Ávila,Castilla León,40.5669,-5.079698,1201.02
5189,Poyales del Hoyo,poyalesdelhoyo,,Ávila,Castilla León,40.17289,-5.166279,554.1748
5190,Pozanco,pozanco,,Ávila,Castilla León,40.8014,-4.66711,909.6544
5191,Pradosegar,pradosegar,,Ávila,Castilla León,40.55083,-5.071213,1171.21
5192,Puerto Castilla,puertocastilla,,Ávila,Castilla León,40.28954,-5.629994,1169.832
5193,Rasueros,rasueros,,Ávila,Castilla León,41.0232,-5.074331,831.9698
5194,Riocabado,riocabado,,Ávila,Castilla León,40.8301,-4.803108,909.7188
5195,Riofrío,riofrio,,Ávila,Castilla León,40.54721,-4.777152,1186.845
5196,Rivilla de Barajas,rivilladebarajas,,Ávila,Castilla León,40.9013,-4.987929,899.2758
5197,Salobral,salobral,,Ávila,Castilla León,40.61165,-4.811044,1087.409
5198,Salvadiós,salvadios,,Ávila,Castilla León,40.877,-5.096365,951.5007
5199,San Bartolomé de Béjar,sanbartolomedebejar,,Ávila,Castilla León,40.40808,-5.662875,1120.649
5200,San Bartolomé de Corneja,sanbartolomedecorneja,,Ávila,Castilla León,40.49294,-5.385234,993.1846
5201,San Bartolomé de Pinares,sanbartolomedepinares,,Ávila,Castilla León,40.54251,-4.539612,1047.196
5204,Sanchidrián,sanchidrian,,Ávila,Castilla León,40.89338,-4.581257,924.6989
5205,Sanchorreja,sanchorreja,,Ávila,Castilla León,40.66479,-4.915372,1312.153
5206,San Esteban de los Patos,sanestebandelospatos,,Ávila,Castilla León,40.74583,-4.624889,1118.933
5207,San Esteban del Valle,sanestebandelvalle,,Ávila,Castilla León,40.27536,-4.980085,795.9105
5208,San Esteban de Zapardiel,sanestebandezapardiel,,Ávila,Castilla León,41.093,-4.900951,780.4639
5209,San García de Ingelmos,sangarciadeingelmos,,Ávila,Castilla León,40.76964,-5.116322,1067.0
5210,San Juan de la Encinilla,sanjuandelaencinilla,,Ávila,Castilla León,40.82997,-4.838498,913.4266
5211,San Juan de la Nava,sanjuandelanava,,Ávila,Castilla León,40.47903,-4.682141,1126.167
5212,San Juan del Molinillo,sanjuandelmolinillo,,Ávila,Castilla León,40.45938,-4.818235,1141.855
5213,San Juan del Olmo,sanjuandelolmo,,Ávila,Castilla León,40.6527,-5.049766,1287.153
5214,San Lorenzo de Tormes,sanlorenzodetormes,,Ávila,Castilla León,40.37025,-5.48815,1028.796
5215,San Martín de la Vega del Alberche,sanmartindelavegadelalberche,,Ávila,Castilla León,40.43062,-5.156746,1510.816
5216,San Martín del Pimpollar,sanmartindelpimpollar,,Ávila,Castilla León,40.36848,-5.055604,1336.265
5217,San Miguel de Corneja,sanmigueldecorneja,,Ávila,Castilla León,40.4868,-5.287448,1063.416
5218,San Miguel de Serrezuela,sanmigueldeserrezuela,,Ávila,Castilla León,40.67038,-5.287457,1094.398
5219,San Pascual,sanpascual,,Ávila,Castilla León,40.88227,-4.756086,883.3102
5220,San Pedro del Arroyo,sanpedrodelarroyo,,Ávila,Castilla León,40.80069,-4.870896,938.8323
5221,Santa Cruz del Valle,santacruzdelvalle,,Ávila,Castilla León,40.25078,-5.003672,733.2361
5222,Santa Cruz de Pinares,santacruzdepinares,,Ávila,Castilla León,40.54183,-4.57963,1004.647
5224,Santa María del Arroyo,santamariadelarroyo,,Ávila,Castilla León,40.59944,-4.922258,1130.864
5225,Santa María del Berrocal,santamariadelberrocal,,Ávila,Castilla León,40.50954,-5.406222,1051.094
5226,Santa María de los Caballeros,santamariadeloscaballeros,,Ávila,Castilla León,40.38877,-5.451696,1041.178
5227,Santa María del Tiétar,santamariadeltietar,,Ávila,Castilla León,40.30389,-4.555526,695.9569
5228,Santiago del Collado,santiagodelcollado,,Ávila,Castilla León,40.43356,-5.356558,1221.392
