cmun,municipality_clean,province_clean,0-17,18-24,25-34,35-54,55+,male,female,total_population
26145,sotes,sotes,18,22,23,74,125,143,119,262
26146,soto en cameros,soto en cameros,1,3,6,18,58,49,37,86
26147,terroba,terroba,4,0,2,11,22,19,20,39
26148,tirgo,tirgo,16,12,13,39,94,91,83,174
26149,tobia,tobia,5,1,2,14,23,27,18,45
26150,tormantos,tormantos,9,9,6,30,68,70,52,122
26151,torrecilla en cameros,torrecilla en cameros,33,22,52,111,246,256,208,464
26152,torrecilla sobre alesanco,torrecilla sobre alesanco,13,6,5,15,16,34,21,55
26153,torre en cameros,torre en cameros,0,0,0,3,5,6,2,8
26154,torremontalbo,torremontalbo,0,0,1,2,4,6,1,7
26155,treviana,treviana,2,6,13,24,101,79,67,146
26157,tricio,tricio,47,27,31,97,167,185,184,369
26158,tudelilla,tudelilla,58,25,30,106,153,198,174,372
26160,urunuela,urunuela,178,76,87,290,358,509,480,989
26161,valdemadera,valdemadera,0,1,0,3,8,9,3,12
26162,valganon,valganon,9,5,14,28,76,76,56,132
26163,ventosa,ventosa,33,17,12,63,65,100,90,190
26164,ventrosa,ventrosa,4,0,4,15,29,33,19,52
26165,viguera,viguera,42,24,37,111,168,217,165,382
26166,villalba de rioja,villalba de rioja,18,7,15,36,86,93,69,162
26167,villalobar de rioja,villalobar de rioja,7,1,4,19,42,48,25,73
26168,villamediana de iregua,villamediana de iregua,2059,657,962,3547,1952,4599,4578,9177
26169,villanueva de cameros,villanueva de cameros,7,4,4,15,41,43,28,71
26170,"villar de arnedo, el","villar de arnedo, el",108,41,63,160,242,327,287,614
26171,villar de torre,villar de torre,5,0,10,33,98,89,57,146
26172,villarejo,villarejo,0,1,3,6,17,21,6,27
26173,villarroya,villarroya,0,0,0,2,2,3,1,4
26174,villarta-quintana,villarta-quintana,7,5,11,24,83,73,57,130
26175,villavelayo,villavelayo,1,0,0,11,29,28,13,41
26176,villaverde de rioja,villaverde de rioja,1,2,2,17,53,43,32,75
26177,villoslada de cameros,villoslada de cameros,22,23,40,69,194,220,128,348
26178,viniegra de abajo,viniegra de abajo,2,2,9,22,41,48,28,76
26179,viniegra de arriba,viniegra de arriba,0,1,0,12,27,28,12,40
26180,zarraton,zarraton,25,16,15,79,121,134,122,256
26181,zarzosa,zarzosa,0,0,1,5,8,9,5,14
26183,zorraquin,zorraquin,16,3,4,31,32,49,37,86
27001,abadin,abadin,152,74,155,576,1260,1103,1114,2217
27002,alfoz,alfoz,95,66,125,358,879,725,798,1523
27003,antas de ulla,antas de ulla,153,84,131,464,993,892,933,1825
27004,baleira,baleira,83,31,83,261,666,601,523,1124
27005,barreiros,barreiros,315,120,233,866,1491,1459,1566,3025
27006,becerrea,becerrea,271,106,199,721,1397,1348,1346,2694
27007,begonte,begonte,249,123,213,709,1622,1475,1441,2916
27008,boveda,boveda,105,42,96,359,809,713,698,1411
27009,carballedo,carballedo,114,71,128,468,1261,1033,1009,2042
27010,castro de rei,castro de rei,535,206,442,1431,2420,2532,2502,5034
27011,castroverde,castroverde,222,101,200,620,1352,1285,1210,2495
27012,cervantes,cervantes,38,45,82,252,769,689,497,1186
27013,cervo,cervo,457,187,331,1219,1988,2059,2123,4182
27014,"corgo, o","corgo, o",294,118,246,867,1854,1744,1635,3379
27015,cospeito,cospeito,389,163,333,1101,2237,2078,2145,4223
27016,chantada,chantada,994,473,739,2122,3750,3932,4146,8078
27017,folgoso do courel,folgoso do courel,52,27,69,248,583,509,470,979
27018,"fonsagrada, a","fonsagrada, a",169,106,238,680,1945,1640,1498,3138
27019,foz,foz,1375,569,840,3125,4367,5009,5267,10276
27020,friol,friol,325,125,323,889,1938,1848,1752,3600
27021,xermade,xermade,141,50,139,395,971,848,848,1696
27022,guitiriz,guitiriz,570,241,376,1383,2561,2577,2554,5131
27023,guntin,guntin,174,98,184,619,1461,1293,1243,2536
27024,"incio, o","incio, o",102,48,103,294,965,773,739,1512
27025,xove,xove,379,164,304,1070,1381,1713,1585,3298
27026,lancara,lancara,270,107,215,634,1275,1279,1222,2501
27027,lourenza,lourenza,267,105,151,567,1003,1022,1071,2093
27028,lugo,lugo,15039,6394,9915,30050,37967,45934,53431,99365
27029,meira,meira,236,84,164,492,778,875,879,1754
27030,mondonedo,mondonedo,346,159,224,854,1770,1591,1762,3353
27031,monforte de lemos,monforte de lemos,2410,1156,1791,4969,8246,8807,9765,18572
27032,monterroso,monterroso,377,195,361,972,1720,1796,1829,3625
27033,muras,muras,40,24,38,153,344,306,293,599
27034,navia de suarna,navia de suarna,36,24,69,186,663,542,436,978
27035,negueira de muniz,negueira de muniz,25,8,23,73,111,132,108,240
27037,"nogais, as","nogais, as",49,51,57,212,572,497,444,941
27038,ourol,ourol,84,33,82,244,542,502,483,985
27039,outeiro de rei,outeiro de rei,741,247,420,1628,2331,2750,2617,5367
27040,palas de rei,palas de rei,314,156,269,811,1744,1684,1610,3294
27041,panton,panton,170,82,163,540,1391,1158,1188,2346
27042,paradela,paradela,100,44,114,358,970,799,787,1586
27043,"paramo, o","paramo, o",107,74,98,312,707,649,649,1298
27044,"pastoriza, a","pastoriza, a",265,122,223,725,1461,1407,1389,2796
27045,pedrafita do cebreiro,pedrafita do cebreiro,35,16,71,190,588,489,411,900
27046,pol,pol,123,69,122,389,839,773,769,1542
27047,"pobra do brollon, a","pobra do brollon, a",111,64,119,350,984,816,812,1628
27048,"pontenova, a","pontenova, a",187,91,172,456,1212,1030,1088,2118
27049,portomarin,portomarin,93,59,108,290,760,678,632,1310
27050,quiroga,quiroga,300,125,205,735,1690,1473,1582,3055
27051,ribadeo,ribadeo,1408,616,780,2969,4198,4698,5273,9971
27052,ribas de sil,ribas de sil,71,21,50,218,548,464,444,908
27053,ribeira de piquin,ribeira de piquin,20,12,39,110,310,261,230,491
27054,riotorto,riotorto,79,49,93,288,668,594,583,1177
27055,samos,samos,64,43,89,295,710,631,570,1201
27056,rabade,rabade,202,84,176,430,602,734,760,1494
27057,sarria,sarria,1807,747,1281,3925,5774,6615,6919,13534
27058,"savinao, o","savinao, o",277,133,231,780,2061,1770,1712,3482
27059,sober,sober,170,78,142,503,1240,1047,1086,2133
27060,taboada,taboada,193,110,198,595,1505,1257,1344,2601
27061,trabada,trabada,83,50,65,267,620,533,552,1085
27062,triacastela,triacastela,55,29,59,147,319,298,311,609
27063,"valadouro, o","valadouro, o",237,73,131,532,945,913,1005,1918
27064,"vicedo, o","vicedo, o",138,84,109,404,855,772,818,1590
27065,vilalba,vilalba,1683,744,1196,3765,6434,6656,7166,13822
27066,viveiro,viveiro,1936,941,1339,4590,6433,7491,7748,15239
27901,baralla,baralla,199,98,207,614,1354,1318,1154,2472
27902,burela,burela,1450,623,841,3118,3523,4796,4759,9555
28001,"acebeda, la","acebeda, la",3,0,7,11,47,37,31,68
28002,ajalvir,ajalvir,850,391,643,1851,1211,2585,2361,4946
28003,alameda del valle,alameda del valle,39,17,21,69,110,141,115,256
28004,"alamo, el","alamo, el",2036,873,1086,3234,3184,5147,5266,10413
28005,alcala de henares,alcala de henares,32987,15917,22639,61841,66420,96396,103408,199804
28006,alcobendas,alcobendas,22846,9945,14203,37943,36509,57905,63541,121446
28007,alcorcon,alcorcon,28206,13572,17013,54901,61048,83628,91112,174740
28008,aldea del fresno,aldea del fresno,645,225,333,1119,1100,1757,1665,3422
28009,algete,algete,4163,2139,2219,6255,6358,10300,10834,21134
28010,alpedrete,alpedrete,2915,1505,1558,4946,4731,7675,7980,15655
28011,ambite,ambite,106,39,56,228,272,353,348,701
28012,anchuelo,anchuelo,301,94,148,473,377,727,666,1393
28013,aranjuez,aranjuez,11931,5123,6846,19249,19359,30478,32030,62508
28014,arganda del rey,arganda del rey,11996,4415,6773,20421,15604,29512,29697,59209
28015,arroyomolinos,arroyomolinos,10362,2723,2947,15238,6029,18496,18803,37299
28016,"atazar, el","atazar, el",13,8,10,29,47,57,50,107
28017,batres,batres,329,165,186,664,613,1017,940,1957
28018,becerril de la sierra,becerril de la sierra,1196,546,628,2074,2109,3245,3308,6553
28019,belmonte de tajo,belmonte de tajo,350,133,228,618,590,999,920,1919
28020,berzosa del lozoya,berzosa del lozoya,37,14,19,53,111,131,103,234
28021,"berrueco, el","berrueco, el",131,45,70,254,328,425,403,828
28022,boadilla del monte,boadilla del monte,15875,6715,5146,21625,16167,32107,33421,65528
28023,"boalo, el","boalo, el",1832,679,665,3062,2310,4259,4289,8548
28024,braojos,braojos,22,17,28,65,87,131,88,219
28025,brea de tajo,brea de tajo,57,50,62,145,253,322,245,567
28026,brunete,brunete,2169,1055,1249,3649,3141,5485,5778,11263
28027,buitrago del lozoya,buitrago del lozoya,362,143,206,601,658,957,1013,1970
28028,bustarviejo,bustarviejo,513,180,243,1034,863,1379,1454,2833
28029,cabanillas de la sierra,cabanillas de la sierra,167,79,70,331,302,487,462,949
28030,"cabrera, la","cabrera, la",523,226,276,998,929,1455,1497,2952
28031,cadalso de los vidrios,cadalso de los vidrios,538,235,327,968,1206,1708,1566,3274
28032,camarma de esteruelas,camarma de esteruelas,1660,687,844,2925,1991,4149,3958,8107
28033,campo real,campo real,1367,437,748,2403,1811,3402,3364,6766
28034,canencia,canencia,48,34,44,106,236,242,226,468
28035,carabana,carabana,443,159,217,845,711,1206,1169,2375
28036,casarrubuelos,casarrubuelos,905,339,422,1560,999,2179,2046,4225
28037,cenicientos,cenicientos,309,145,213,551,923,1070,1071,2141
28038,cercedilla,cercedilla,1198,599,867,2324,2658,3762,3884,7646
28039,cervera de buitrago,cervera de buitrago,14,8,15,42,82,94,67,161
28040,ciempozuelos,ciempozuelos,4745,2032,2938,8521,7810,13058,12988,26046
28041,cobena,cobena,1780,701,717,2648,1896,3796,3946,7742
28042,colmenar del arroyo,colmenar del arroyo,344,120,190,645,714,1040,973,2013
28043,colmenar de oreja,colmenar de oreja,1498,698,963,2845,2978,4553,4429,8982
28044,colmenarejo,colmenarejo,1845,1041,984,3076,2795,4810,4931,9741
28045,colmenar viejo,colmenar viejo,11399,4527,6628,18563,15761,28059,28819,56878
28046,collado mediano,collado mediano,1379,670,726,2368,2421,3748,3816,7564
28047,collado villalba,collado villalba,11510,5624,8590,20965,20634,32622,34701,67323
28048,corpa,corpa,156,47,68,287,237,397,398,795
28049,coslada,coslada,12023,5310,8760,24303,30292,39265,41423,80688
28050,cubas de la sagra,cubas de la sagra,1717,588,540,2586,1553,3540,3444,6984
28051,chapineria,chapineria,579,172,250,825,808,1306,1328,2634
28052,chinchon,chinchon,967,415,609,1779,2050,2920,2900,5820
28053,daganzo de arriba,daganzo de arriba,2422,1124,843,3800,2484,5325,5348,10673
28054,"escorial, el","escorial, el",2812,1387,1733,5013,6317,8485,8777,17262
28055,estremera,estremera,225,95,134,428,569,750,701,1451
28056,fresnedillas de la oliva,fresnedillas de la oliva,381,146,188,593,525,924,909,1833
28057,fresno de torote,fresno de torote,550,187,228,917,665,1328,1219,2547
28058,fuenlabrada,fuenlabrada,32064,16004,20717,59218,62493,93032,97464,190496
28059,fuente el saz de jarama,fuente el saz de jarama,1349,669,830,2382,2154,3726,3658,7384
28060,fuentiduena de tajo,fuentiduena de tajo,385,154,260,697,823,1150,1169,2319
28061,galapagar,galapagar,6653,3205,4277,10760,11217,17537,18575,36112
28062,garganta de los montes,garganta de los montes,37,26,48,132,172,229,186,415
28063,gargantilla del lozoya y pinilla de buitrago,gargantilla del lozoya y pinilla de buitrago,55,13,30,124,179,224,177,401
28064,gascones,gascones,45,11,27,73,80,125,111,236
28065,getafe,getafe,34734,13974,20378,62827,59647,93334,98226,191560
28066,grinon,grinon,2074,936,1031,3386,3287,5337,5377,10714
28067,guadalix de la sierra,guadalix de la sierra,1275,592,680,2308,2057,3488,3424,6912
28068,guadarrama,guadarrama,3056,1422,1577,5241,5773,8380,8689,17069
28069,"hiruela, la","hiruela, la",8,3,4,22,47,52,32,84
28070,horcajo de la sierra-aoslos,horcajo de la sierra-aoslos,33,8,26,82,82,114,117,231
28071,horcajuelo de la sierra,horcajuelo de la sierra,14,12,11,26,48,55,56,111
28072,hoyo de manzanares,hoyo de manzanares,1621,793,1104,2628,3040,4625,4561,9186
28073,humanes de madrid,humanes de madrid,4595,1547,2180,7262,4470,9970,10084,20054
28074,leganes,leganes,31839,14177,20601,59526,67791,93366,100568,193934
28075,loeches,loeches,1998,749,953,3486,2067,4654,4599,9253
28076,lozoya,lozoya,62,33,64,169,292,327,293,620
28078,madarcos,madarcos,7,4,9,20,30,36,34,70
28079,madrid,madrid,508215,257247,493715,1011765,1151474,1602924,1819492,3422416
28080,majadahonda,majadahonda,14346,6846,7620,21087,23648,34785,38762,73547
28082,manzanares el real,manzanares el real,1863,690,784,3516,2686,4820,4719,9539
28083,meco,meco,3289,1337,1907,5466,3813,7914,7898,15812
28084,mejorada del campo,mejorada del campo,4604,1997,2748,8268,7015,12219,12413,24632
28085,miraflores de la sierra,miraflores de la sierra,1273,569,722,2412,2233,3663,3546,7209
28086,"molar, el","molar, el",1965,808,1199,3579,2528,5097,4982,10079
28087,"molinos, los","molinos, los",699,383,528,1319,1883,2380,2432,4812
28088,montejo de la sierra,montejo de la sierra,35,36,34,98,171,196,178,374
28089,moraleja de enmedio,moraleja de enmedio,1135,446,619,1861,1569,2836,2794,5630
28090,moralzarzal,moralzarzal,2898,1332,1207,4788,4279,7201,7303,14504
28091,morata de tajuna,morata de tajuna,1465,603,919,2653,2654,4175,4119,8294
28092,mostoles,mostoles,34959,14570,23095,66185,74459,103219,110049,213268
28093,navacerrada,navacerrada,548,246,308,1045,1160,1628,1679,3307
28094,navalafuente,navalafuente,348,124,170,578,483,879,824,1703
28095,navalagamella,navalagamella,616,252,360,1027,864,1594,1525,3119
28096,navalcarnero,navalcarnero,7483,2353,3304,11548,7996,16238,16446,32684
28097,navarredonda y san mames,navarredonda y san mames,11,6,13,36,88,94,60,154
28099,navas del rey,navas del rey,598,260,370,1048,1068,1730,1614,3344
28100,nuevo baztan,nuevo baztan,1286,611,742,2394,2360,3732,3661,7393
28101,olmeda de las fuentes,olmeda de las fuentes,76,26,34,137,136,213,196,409
28102,orusco de tajuna,orusco de tajuna,252,125,146,475,506,774,730,1504
28104,paracuellos de jarama,paracuellos de jarama,7379,2094,1814,10746,5208,13583,13658,27241
28106,parla,parla,29301,10495,15242,47226,32612,66873,68003,134876
28107,patones,patones,86,33,39,171,275,270,334,604
28108,pedrezuela,pedrezuela,1419,411,659,2402,1584,3267,3208,6475
28109,pelayos de la presa,pelayos de la presa,540,239,338,942,1047,1572,1534,3106
28110,perales de tajuna,perales de tajuna,584,237,336,1067,971,1573,1622,3195
28111,pezuela de las torres,pezuela de las torres,185,67,87,321,330,526,464,990
28112,pinilla del valle,pinilla del valle,21,11,16,54,97,107,92,199
28113,pinto,pinto,11311,4372,6113,19678,14515,27540,28449,55989
28114,pinuecar-gandullas,pinuecar-gandullas,29,8,16,53,79,98,87,185
28115,pozuelo de alarcon,pozuelo de alarcon,17181,8830,9329,23650,30133,42623,46500,89123
28116,pozuelo del rey,pozuelo del rey,296,78,151,487,290,683,619,1302
28117,pradena del rincon,pradena del rincon,21,3,15,48,52,76,63,139
28118,puebla de la sierra,puebla de la sierra,4,4,14,30,41,55,38,93
28119,quijorna,quijorna,843,386,379,1347,1032,1969,2018,3987
28120,rascafria,rascafria,184,106,180,424,818,922,790,1712
28121,reduena,reduena,38,34,27,104,89,161,131,292
28122,ribatejada,ribatejada,145,60,88,320,298,467,444,911
28123,rivas-vaciamadrid,rivas-vaciamadrid,22760,8261,11154,34574,24888,50191,51446,101637
28124,robledillo de la jara,robledillo de la jara,19,14,14,40,45,68,64,132
28125,robledo de chavela,robledo de chavela,754,353,415,1481,1760,2471,2292,4763
28126,robregordo,robregordo,8,2,8,26,29,40,33,73
28127,"rozas de madrid, las","rozas de madrid, las",20552,9348,9774,30497,29022,47888,51305,99193
28128,rozas de puerto real,rozas de puerto real,56,43,54,166,262,337,244,581
28129,san agustin del guadalix,san agustin del guadalix,2994,1293,1341,4585,3636,6731,7118,13849
28130,san fernando de henares,san fernando de henares,6019,3272,4471,11815,13392,18895,20074,38969
28131,san lorenzo de el escorial,san lorenzo de el escorial,3188,1554,1962,5309,6759,8928,9844,18772
28132,san martin de la vega,san martin de la vega,4375,1678,2483,6958,5170,10589,10075,20664
28133,san martin de valdeiglesias,san martin de valdeiglesias,1674,689,937,2693,3127,4528,4592,9120
28134,san sebastian de los reyes,san sebastian de los reyes,18535,7397,10514,31670,26826,45933,49009,94942
28135,santa maria de la alameda,santa maria de la alameda,227,89,120,472,608,817,699,1516
28136,santorcaz,santorcaz,164,81,98,330,325,497,501,998
28137,"santos de la humosa, los","santos de la humosa, los",621,200,274,1070,632,1442,1355,2797
28138,"serna del monte, la","serna del monte, la",17,8,13,30,37,55,50,105
28140,serranillos del valle,serranillos del valle,945,439,401,1590,1257,2279,2353,4632
28141,sevilla la nueva,sevilla la nueva,2037,846,840,3435,2536,4744,4950,9694
28143,somosierra,somosierra,9,9,14,29,37,53,45,98
28144,soto del real,soto del real,1598,925,929,2691,3293,4669,4767,9436
28145,talamanca de jarama,talamanca de jarama,944,314,479,1587,1202,2189,2337,4526
28146,tielmes,tielmes,507,192,321,910,877,1408,1399,2807
28147,titulcia,titulcia,245,103,153,442,450,723,670,1393
28148,torrejon de ardoz,torrejon de ardoz,26051,10532,16162,48606,39696,69164,71883,141047
28149,torrejon de la calzada,torrejon de la calzada,2397,804,1126,3623,2416,5158,5208,10366
28150,torrejon de velasco,torrejon de velasco,991,401,493,1660,1342,2430,2457,4887
28151,torrelaguna,torrelaguna,908,372,490,1623,1599,2475,2517,4992
28152,torrelodones,torrelodones,5295,2616,2473,7198,7668,12210,13040,25250
28153,torremocha de jarama,torremocha de jarama,203,71,71,322,467,570,564,1134
28154,torres de la alameda,torres de la alameda,1455,699,747,2566,2275,3975,3767,7742
28155,valdaracete,valdaracete,93,46,81,175,258,330,323,653
28156,valdeavero,valdeavero,371,122,200,644,480,920,897,1817
28157,valdelaguna,valdelaguna,188,78,119,360,334,559,520,1079
28158,valdemanco,valdemanco,186,63,92,368,356,554,511,1065
28159,valdemaqueda,valdemaqueda,131,52,72,235,346,436,400,836
28160,valdemorillo,valdemorillo,2716,1215,1344,4641,4223,7067,7072,14139
28161,valdemoro,valdemoro,17871,7421,8767,30222,19301,41076,42506,83582
28162,valdeolmos-alalpardo,valdeolmos-alalpardo,1064,355,444,1625,1091,2339,2240,4579
28163,valdepielagos,valdepielagos,90,46,66,225,196,325,298,623
28164,valdetorres de jarama,valdetorres de jarama,868,415,540,1675,1552,2528,2522,5050
28165,valdilecha,valdilecha,635,239,376,1032,946,1659,1569,3228
28166,valverde de alcala,valverde de alcala,89,42,55,185,184,288,267,555
28167,velilla de san antonio,velilla de san antonio,2713,1264,1774,4828,3429,6963,7045,14008
28168,"vellon, el","vellon, el",378,147,220,784,631,1141,1019,2160
28169,venturada,venturada,463,244,217,868,785,1315,1262,2577
28170,villaconejos,villaconejos,622,272,393,1038,1162,1756,1731,3487
28171,villa del prado,villa del prado,1396,618,901,2182,2327,3801,3623,7424
28172,villalbilla,villalbilla,4252,1257,1919,6746,3793,9057,8910,17967
28173,villamanrique de tajo,villamanrique de tajo,117,56,89,256,302,418,402,820
28174,villamanta,villamanta,509,198,318,871,959,1454,1401,2855
28175,villamantilla,villamantilla,360,117,150,596,397,807,813,1620
28176,villanueva de la canada,villanueva de la canada,5073,2681,2672,6931,6357,11501,12213,23714
28177,villanueva del pardillo,villanueva del pardillo,4132,1881,1694,6153,4134,8683,9311,17994
28178,villanueva de perales,villanueva de perales,320,154,152,603,489,872,846,1718
28179,villar del olmo,villar del olmo,407,176,228,717,746,1145,1129,2274
28180,villarejo de salvanes,villarejo de salvanes,1484,626,903,2397,2477,3893,3994,7887
28181,villaviciosa de odon,villaviciosa de odon,4724,3639,3020,7837,10074,14099,15195,29294
28182,villavieja del lozoya,villavieja del lozoya,49,27,37,97,117,173,154,327
28183,zarzalejo,zarzalejo,363,127,154,607,619,967,903,1870
28901,lozoyuela-navas-sieteiglesias,lozoyuela-navas-sieteiglesias,255,98,141,498,487,758,721,1479
